model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.68,0.99,pi4,0.11,0.8839073557932462,0.9608444138490762,0.15,0.59,rbf,1,False,0.1469925493001938
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.74,0.96,pi2,0.01,0.9526514437676162,0.9892904700432338,0.15,0.88,rbf,1,False,0.1469925493001938
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.04,5.91,0.99,pi4,0.12,0.863894689192985,0.8741479734329616,0.15,0.59,linear,1,False,0.1469925493001938
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.01,7.72,0.87,pi2,0.1,0.9746593745089361,0.9869944436920549,0.15,0.88,linear,1,False,0.1469925493001938
pi2,"SVR(C=10, epsilon=5)",0.01,0.69,0.34,pi4,0.23,0.10787671600141269,0.36358307086400776,0.19,0.44,rbf,2,False,0.19849202036857605
pi4,"SVR(C=1, epsilon=2)",0.02,0.78,0.36,pi2,0.27,0.09354185563680839,0.3425809033357562,0.19,0.76,rbf,2,False,0.19849202036857605
pi2,"SVR(C=1, epsilon=5, kernel='linear')",0.01,1.31,0.23,pi4,0.34,-0.10668511756775012,-0.027101014240146437,0.19,0.44,linear,2,False,0.19849202036857605
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.01,0.89,-0.03,pi2,0.18,0.14812199587406083,0.2313021513424941,0.19,0.76,linear,2,False,0.19849202036857605
pi2,SVR(),0.01,0.28,0.95,pi4,2.74,-1.7891497406731114,0.9871520574849145,0.31,0.32,rbf,3,False,0.31175604462623596
pi4,SVR(C=10),0.02,0.35,0.99,pi2,1.25,-0.2671509087149724,0.9506501247420075,0.31,0.43,rbf,3,False,0.31175604462623596
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.4,0.95,pi4,0.03,0.9220737282354331,0.9834100161602306,0.31,0.32,linear,3,False,0.31175604462623596
pi4,"SVR(C=0.1, kernel='linear')",0.01,1.12,0.98,pi2,0.06,0.9242563490963178,0.9519392557835478,0.31,0.43,linear,3,False,0.31175604462623596
