model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.7,0.99,pi4,0.09,0.8984422568460307,0.9569017946907498,0.15,0.61,rbf,1,False,0.1427331417798996
pi4,SVR(),0.03,0.8,0.96,pi2,0.0,0.9611466244535907,0.9890816639935018,0.15,0.91,rbf,1,False,0.1427331417798996
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.22,4.61,0.99,pi4,0.06,0.9255712284887536,0.9252549098077113,0.15,0.61,linear,1,False,0.1427331417798996
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.03,6.66,0.93,pi2,0.06,0.9805046163032031,0.986076454140176,0.15,0.91,linear,1,False,0.1427331417798996
pi2,"SVR(C=10, epsilon=2)",0.01,0.8,0.29,pi4,0.14,0.14473918594416368,0.5319893977262724,0.23,0.33,rbf,2,False,0.22578251361846924
pi4,"SVR(C=10, epsilon=2)",0.02,0.76,0.53,pi2,0.67,-0.13308877035666122,0.2855504069792111,0.23,0.77,rbf,2,False,0.22578251361846924
pi3,"SVR(C=10, epsilon=2)",0.01,0.81,0.6,pi5,1.42,-0.818493618059186,0.9091029301566329,0.22,1.0,rbf,2,False,0.22578251361846924
pi5,SVR(C=10),0.03,0.46,0.91,pi3,0.87,0.03551043178825275,0.6012556905658375,0.22,0.34,rbf,2,False,0.22578251361846924
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.0,1.27,0.19,pi4,0.22,-0.02984972548717435,0.08346223427832722,0.23,0.33,linear,2,False,0.22578251361846924
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,0.97,0.08,pi2,0.07,0.14959883602843216,0.19061128227035862,0.23,0.77,linear,2,False,0.22578251361846924
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.04,1.41,0.45,pi5,0.33,0.774625418180369,0.8129448911482136,0.22,1.0,linear,2,False,0.22578251361846924
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.02,0.85,0.81,pi3,0.43,0.37833434829154156,0.4451257558102498,0.22,0.34,linear,2,False,0.22578251361846924
pi2,SVR(C=10),0.01,0.27,0.95,pi4,3.29,-2.34750475063943,0.9869444378383688,0.38,0.27,rbf,3,False,0.38950514793395996
pi4,SVR(C=10),0.01,0.27,0.99,pi2,1.26,-0.2732744124287807,0.9468524499093675,0.38,0.4,rbf,3,False,0.38950514793395996
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.27,0.95,pi4,0.05,0.8955877225275004,0.9837927302933811,0.38,0.27,linear,3,False,0.38950514793395996
pi4,SVR(kernel='linear'),0.02,0.84,0.98,pi2,0.06,0.922324053736503,0.9472188689287003,0.38,0.4,linear,3,False,0.38950514793395996
