model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.66,0.99,pi4,0.09,0.8980255366849956,0.958715388958649,0.12,0.61,rbf,1,False,0.11905156075954437
pi4,"SVR(C=10, epsilon=1)",0.02,0.72,0.96,pi2,0.01,0.9488326347620283,0.9897034439509421,0.12,0.87,rbf,1,False,0.11905156075954437
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.24,3.94,0.99,pi4,0.07,0.9177679923899869,0.9255418209017469,0.12,0.61,linear,1,False,0.11905156075954437
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,5.33,0.93,pi2,0.04,0.9693949452035477,0.9866634162734504,0.12,0.87,linear,1,False,0.11905156075954437
pi2,"SVR(C=10, epsilon=2)",0.01,0.68,0.32,pi4,0.11,0.21719390020735296,0.42794305258842724,0.19,0.46,rbf,2,False,0.19270390272140503
pi4,"SVR(C=10, epsilon=2)",0.02,0.8,0.43,pi2,0.74,-0.31291584418902785,0.3231727372295873,0.19,0.77,rbf,2,False,0.19270390272140503
pi3,"SVR(C=10, epsilon=2)",0.01,0.7,0.64,pi5,1.07,-0.43014037247984294,0.4358418261369492,0.2,0.98,rbf,2,False,0.19270390272140503
pi5,"SVR(C=10, epsilon=1)",0.01,0.48,0.44,pi3,0.41,0.027979435169033118,0.6393222417403319,0.2,0.47,rbf,2,False,0.19270390272140503
pi2,"SVR(C=0.01, epsilon=2, kernel='linear')",0.0,1.14,0.21,pi4,0.52,-0.31085722875213717,0.015414247523484526,0.19,0.46,linear,2,False,0.19270390272140503
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.03,0.95,0.02,pi2,0.17,0.1831991548653178,0.2068483713639353,0.19,0.77,linear,2,False,0.19270390272140503
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.09,1.97,0.47,pi5,0.15,0.3182524775979467,0.3103801405038241,0.2,0.98,linear,2,False,0.19270390272140503
pi5,"SVR(C=0.1, kernel='linear')",0.02,1.01,0.31,pi3,0.12,0.4353036871434919,0.47324968583080596,0.2,0.47,linear,2,False,0.19270390272140503
pi2,SVR(),0.01,0.3,0.95,pi4,2.68,-1.7345145389518688,0.9862038069947439,0.3,0.34,rbf,3,False,0.3029133081436157
pi4,SVR(C=10),0.01,0.3,0.99,pi2,1.02,-0.036386767050846425,0.9496246730481901,0.3,0.43,rbf,3,False,0.3029133081436157
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.41,0.95,pi4,0.03,0.9264701233662584,0.9819827423924599,0.3,0.34,linear,3,False,0.3029133081436157
pi4,SVR(kernel='linear'),0.02,1.02,0.98,pi2,0.05,0.9353559180587226,0.9540802999046052,0.3,0.43,linear,3,False,0.3029133081436157
