model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.78,0.99,pi4,0.09,0.8968010789503953,0.963647183984541,0.14,0.62,rbf,1,False,0.13879944384098053
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.86,0.96,pi2,0.04,0.926491414383344,0.990874921462608,0.14,0.87,rbf,1,False,0.13879944384098053
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,4.78,0.99,pi4,0.06,0.9240442387471108,0.9197617351395253,0.14,0.62,linear,1,False,0.13879944384098053
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,3.53,0.92,pi2,0.06,0.9806708330158501,0.9883005295048743,0.14,0.87,linear,1,False,0.13879944384098053
pi2,"SVR(C=10, epsilon=5)",0.01,0.75,0.34,pi4,0.37,-0.026430201826660005,0.32776405661012653,0.21,0.29,rbf,2,False,0.22284004092216492
pi4,"SVR(C=1, epsilon=2)",0.02,1.06,0.33,pi2,0.5,-0.1684023006457933,0.34097160107133107,0.21,0.72,rbf,2,False,0.22284004092216492
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.0,1.33,0.21,pi4,0.63,-0.41496539294158996,0.00482677201037629,0.21,0.29,linear,2,False,0.22284004092216492
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,1.11,0.0,pi2,0.16,0.16146529733560389,0.2112209225165037,0.21,0.72,linear,2,False,0.22284004092216492
pi2,SVR(),0.01,0.28,0.94,pi4,2.54,-1.597371455803633,0.9878918615978534,0.33,0.32,rbf,3,False,0.32953158020973206
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.29,0.99,pi2,1.28,-0.29077117606866776,0.943114068891691,0.33,0.44,rbf,3,False,0.32953158020973206
pi2,SVR(kernel='linear'),0.01,0.27,0.94,pi4,0.1,0.8429836419279405,0.9861589671487063,0.33,0.32,linear,3,False,0.32953158020973206
pi4,SVR(kernel='linear'),0.02,0.83,0.99,pi2,0.07,0.9116421779457988,0.9415866438399948,0.33,0.44,linear,3,False,0.32953158020973206
