model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.72,0.99,pi4,0.1,0.8902924124425484,0.9624626465363882,0.11,0.6,rbf,1,False,0.11421461403369904
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.76,0.96,pi2,0.02,0.9385937985556811,0.9894027212929283,0.11,0.88,rbf,1,False,0.11421461403369904
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,4.94,0.98,pi4,0.07,0.9188068060492112,0.9220515119192703,0.11,0.6,linear,1,False,0.11421461403369904
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,7.03,0.92,pi2,0.05,0.9735120294662262,0.9849090864780887,0.11,0.88,linear,1,False,0.11421461403369904
pi2,"SVR(C=10, epsilon=5)",0.01,0.66,0.34,pi4,0.22,0.12419987891223994,0.3871156086894171,0.19,0.43,rbf,2,False,0.2028961181640625
pi4,"SVR(C=1, epsilon=2)",0.01,0.75,0.39,pi2,0.49,-0.100955086528969,0.34302540213496757,0.19,0.76,rbf,2,False,0.2028961181640625
pi2,"SVR(C=10, epsilon=5, kernel='linear')",0.01,1.27,0.21,pi4,0.3,-0.08140214643438526,-0.00133300790435964,0.19,0.43,linear,2,False,0.2028961181640625
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,0.87,-0.0,pi2,0.13,0.12872753083518018,0.2136775871589225,0.19,0.76,linear,2,False,0.2028961181640625
pi2,SVR(),0.01,0.27,0.95,pi4,2.7,-1.758878120550933,0.9873560304107415,0.31,0.33,rbf,3,False,0.306013286113739
pi4,SVR(C=10),0.01,0.29,0.99,pi2,1.24,-0.2519147725731865,0.9454421637313931,0.31,0.42,rbf,3,False,0.306013286113739
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.39,0.95,pi4,0.03,0.9174133279247797,0.983009910650756,0.31,0.33,linear,3,False,0.306013286113739
pi4,SVR(kernel='linear'),0.03,1.05,0.98,pi2,0.06,0.9269597461219153,0.9460778591622142,0.31,0.42,linear,3,False,0.306013286113739
