model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.75,0.99,pi4,0.11,0.882766404528205,0.9560645105176521,0.14,0.62,rbf,1,False,0.14077028632164001
pi4,SVR(C=10),0.04,0.83,0.96,pi2,0.02,0.9384946631812403,0.9919459480791254,0.14,0.88,rbf,1,False,0.14077028632164001
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,7.61,0.99,pi4,0.08,0.9143431947673261,0.9111564185947537,0.14,0.62,linear,1,False,0.14077028632164001
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.16,6.64,0.91,pi2,0.07,0.9797088609990742,0.9904469674405637,0.14,0.88,linear,1,False,0.14077028632164001
pi2,"SVR(C=10, epsilon=2)",0.01,0.76,0.27,pi4,0.12,0.14600391319810158,0.4581103608939918,0.21,0.27,rbf,2,False,0.2229432761669159
pi4,"SVR(C=10, epsilon=1)",0.02,0.9,0.46,pi2,1.22,-0.7628674076178321,0.26890450912975783,0.21,0.73,rbf,2,False,0.2229432761669159
pi2,"SVR(C=1, epsilon=1, kernel='linear')",0.01,1.28,0.22,pi4,0.38,-0.15430944950086234,0.04937511204063649,0.21,0.27,linear,2,False,0.2229432761669159
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,1.11,0.05,pi2,0.12,0.16605943840739812,0.22285237269716462,0.21,0.73,linear,2,False,0.2229432761669159
pi2,SVR(),0.02,0.31,0.95,pi4,2.48,-1.5328921213867908,0.9860981044322873,0.3,0.35,rbf,3,False,0.2961340546607971
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.3,0.99,pi2,0.14,0.8435721125547615,0.9450280362954876,0.3,0.48,rbf,3,False,0.2961340546607971
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.28,0.94,pi4,0.01,0.9351390510539584,0.9840186278879691,0.3,0.35,linear,3,False,0.2961340546607971
pi4,SVR(kernel='linear'),0.02,0.86,0.98,pi2,0.07,0.9156573699970627,0.9441744694562544,0.3,0.48,linear,3,False,0.2961340546607971
