model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.74,0.99,pi4,0.11,0.880841701637273,0.9350226405214682,0.13,0.6,rbf,1,False,0.12620142102241516
pi4,SVR(),0.03,0.77,0.94,pi2,0.02,0.9553322777336858,0.9879285925931646,0.13,0.86,rbf,1,False,0.12620142102241516
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,4.39,0.98,pi4,0.13,0.8570443621732495,0.8680417429343417,0.13,0.6,linear,1,False,0.12620142102241516
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,8.07,0.87,pi2,0.1,0.9702300894383248,0.9848709036042333,0.13,0.86,linear,1,False,0.12620142102241516
pi2,"SVR(C=10, epsilon=5)",0.01,0.69,0.3,pi4,0.26,0.041350562696796045,0.355634523253369,0.19,0.42,rbf,2,False,0.1960558295249939
pi4,"SVR(C=1, epsilon=2)",0.02,0.8,0.36,pi2,0.43,-0.07722170770296155,0.30236528209585634,0.19,0.76,rbf,2,False,0.1960558295249939
pi3,"SVR(C=10, epsilon=2)",0.01,0.7,0.64,pi5,1.04,-0.3977205002484552,0.4463799226913886,0.2,0.98,rbf,2,False,0.1960558295249939
pi5,"SVR(C=10, epsilon=1)",0.01,0.48,0.45,pi3,0.56,-0.11270722819704648,0.6396803486921161,0.2,0.46,rbf,2,False,0.1960558295249939
pi2,"SVR(C=1, epsilon=1, kernel='linear')",0.01,1.23,0.17,pi4,0.38,-0.2109730286105136,-0.030764515500910194,0.19,0.42,linear,2,False,0.1960558295249939
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,0.9,-0.03,pi2,0.02,-0.054714499637600555,0.172648087410736,0.19,0.76,linear,2,False,0.1960558295249939
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.03,2.18,0.49,pi5,0.14,0.3493530507865945,0.35209433448543037,0.2,0.98,linear,2,False,0.1960558295249939
pi5,"SVR(C=0.01, kernel='linear')",0.01,1.19,0.35,pi3,0.1,0.4532674205314553,0.4883504764870511,0.2,0.46,linear,2,False,0.1960558295249939
pi2,SVR(),0.01,0.3,0.95,pi4,2.72,-1.7664187795972297,0.9869712116802989,0.3,0.33,rbf,3,False,0.2982279062271118
pi4,SVR(C=10),0.01,0.3,0.99,pi2,1.09,-0.1061488219420661,0.9542880394567015,0.3,0.44,rbf,3,False,0.2982279062271118
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.46,0.96,pi4,0.03,0.9254904233956017,0.9836612505244405,0.3,0.33,linear,3,False,0.2982279062271118
pi4,SVR(kernel='linear'),0.02,1.08,0.98,pi2,0.05,0.9289453822384647,0.9552969505673916,0.3,0.44,linear,3,False,0.2982279062271118
