model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.03,0.95,0.98,pi4,0.08,0.8970527668467022,0.96049677093186,0.13,0.61,rbf,1,False,0.12517933547496796
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.91,0.96,pi2,0.03,0.9267769610694742,0.9781008187967977,0.13,0.84,rbf,1,False,0.12517933547496796
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.01,6.23,0.98,pi4,0.06,0.9177049378223063,0.9252537375778755,0.13,0.61,linear,1,False,0.12517933547496796
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.15,6.42,0.93,pi2,0.04,0.9686467715312583,0.9762050796354649,0.13,0.84,linear,1,False,0.12517933547496796
pi2,"SVR(C=10, epsilon=5)",0.0,0.73,0.36,pi4,0.26,0.09755295309796297,0.3380456014244406,0.19,0.46,rbf,2,False,0.19923454523086548
pi4,"SVR(C=10, epsilon=2)",0.02,0.8,0.34,pi2,0.19,0.14671996546918498,0.3573557166881327,0.19,0.75,rbf,2,False,0.19923454523086548
pi3,"SVR(C=10, epsilon=2)",0.01,0.69,0.64,pi5,0.8,-0.15260081579818663,0.4728566693723968,0.21,0.98,rbf,2,False,0.19923454523086548
pi5,"SVR(C=1, epsilon=0.5)",0.01,0.48,0.47,pi3,0.5,-0.025734999758958432,0.6436438598525576,0.21,0.46,rbf,2,False,0.19923454523086548
pi2,"SVR(C=0.01, epsilon=2, kernel='linear')",0.0,1.34,0.19,pi4,0.59,-0.4016950157368402,-0.009998216978371444,0.19,0.46,linear,2,False,0.19923454523086548
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,0.88,-0.01,pi2,0.1,0.08985659390423384,0.1913120240812749,0.19,0.75,linear,2,False,0.19923454523086548
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.0,1.87,0.5,pi5,0.13,0.3771391782764726,0.4122668223926097,0.21,0.98,linear,2,False,0.19923454523086548
pi5,"SVR(C=10, kernel='linear')",0.1,1.12,0.41,pi3,0.04,0.4549570476112976,0.5039956221094883,0.21,0.46,linear,2,False,0.19923454523086548
pi2,SVR(),0.02,0.27,0.95,pi4,2.75,-1.7981553136316086,0.9872148692653944,0.29,0.34,rbf,3,False,0.29132041335105896
pi4,SVR(C=10),0.01,0.29,0.99,pi2,0.94,0.04362270687121106,0.9473479460273331,0.29,0.44,rbf,3,False,0.29132041335105896
pi2,SVR(kernel='linear'),0.01,0.36,0.95,pi4,0.04,0.9049657663483663,0.9842073513359654,0.29,0.34,linear,3,False,0.29132041335105896
pi4,SVR(kernel='linear'),0.02,1.09,0.98,pi2,0.07,0.918301862326163,0.9495248505978771,0.29,0.44,linear,3,False,0.29132041335105896
