model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.7,0.99,pi4,0.12,0.87115273087035,0.9553895995005169,0.11,0.57,rbf,1,False,0.11316657066345215
pi4,"SVR(C=10, epsilon=1)",0.01,0.75,0.96,pi2,0.01,0.9409233691779809,0.9900744593527293,0.11,0.83,rbf,1,False,0.11316657066345215
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.02,5.26,0.99,pi4,0.13,0.8536642806379308,0.8610619659537906,0.11,0.57,linear,1,False,0.11316657066345215
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.09,6.39,0.86,pi2,0.11,0.9721657080692693,0.9871761797405788,0.11,0.83,linear,1,False,0.11316657066345215
pi2,"SVR(C=10, epsilon=5)",0.01,0.68,0.33,pi4,0.29,0.04068270998512524,0.382442146210751,0.18,0.45,rbf,2,False,0.20315656065940857
pi4,"SVR(C=10, epsilon=2)",0.02,0.77,0.38,pi2,0.54,-0.1564127265904629,0.33316049966770256,0.18,0.76,rbf,2,False,0.20315656065940857
pi2,"SVR(C=0.1, epsilon=5, kernel='linear')",0.0,1.16,0.2,pi4,0.27,-0.06955811873360607,-0.00646127199181068,0.18,0.45,linear,2,False,0.20315656065940857
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,0.91,-0.01,pi2,0.18,0.17184556482965274,0.20313371276269354,0.18,0.76,linear,2,False,0.20315656065940857
pi2,SVR(),0.02,0.29,0.95,pi4,2.84,-1.8861528620705736,0.9868228096621954,0.32,0.31,rbf,3,False,0.3227853775024414
pi4,SVR(C=10),0.01,0.3,0.99,pi2,1.35,-0.3623790839808734,0.9499930285210524,0.32,0.42,rbf,3,False,0.3227853775024414
pi2,SVR(kernel='linear'),0.01,0.46,0.95,pi4,0.03,0.9260338405861432,0.9853653577070003,0.32,0.31,linear,3,False,0.3227853775024414
pi4,SVR(kernel='linear'),0.02,1.15,0.99,pi2,0.06,0.9257704774288698,0.9515651068732741,0.32,0.42,linear,3,False,0.3227853775024414
