model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=5)",0.0,0.7,0.33,pi4,0.47,-0.13120322842873366,0.631370169338354,0.22,0.27,rbf,2,False,0.2369270622730255
pi4,"SVR(C=10, epsilon=2)",0.01,0.77,0.63,pi2,1.3,-0.671908113822842,0.33430864828512485,0.22,0.74,rbf,2,False,0.2369270622730255
pi3,"SVR(C=1, epsilon=2)",0.01,0.83,0.58,pi5,0.51,0.06650505286005437,0.8760023883448423,0.24,1.0,rbf,2,False,0.2369270622730255
pi5,SVR(C=10),0.03,0.52,0.88,pi3,0.87,0.009314506966826341,0.5804014319540993,0.24,0.49,rbf,2,False,0.2369270622730255
pi2,"SVR(C=10, epsilon=2, kernel='linear')",0.03,1.24,0.18,pi4,0.46,-0.2757980280538912,0.17932208146832895,0.22,0.27,linear,2,False,0.2369270622730255
pi4,"SVR(C=0.01, epsilon=5, kernel='linear')",0.0,1.01,0.18,pi2,0.03,0.14754763283946748,0.18075496794277002,0.22,0.74,linear,2,False,0.2369270622730255
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,1.31,0.46,pi5,0.26,0.7182264583333853,0.7759887701915857,0.24,1.0,linear,2,False,0.2369270622730255
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.05,1.07,0.78,pi3,0.39,0.3896116383661161,0.459926073059691,0.24,0.49,linear,2,False,0.2369270622730255
pi2,SVR(),0.01,0.27,0.94,pi4,2.29,-1.3531207132427912,0.9868134068864591,0.32,0.34,rbf,3,False,0.32271456718444824
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.29,0.99,pi2,0.18,0.810826182884232,0.9410638735460667,0.32,0.46,rbf,3,False,0.32271456718444824
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.29,0.94,pi4,0.02,0.925800325875081,0.9847215304059108,0.32,0.34,linear,3,False,0.32271456718444824
pi4,"SVR(C=0.01, kernel='linear')",0.0,0.81,0.98,pi2,0.08,0.9052357004326353,0.9408023755605472,0.32,0.46,linear,3,False,0.32271456718444824
