model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.67,0.98,pi4,0.08,0.8944994580193522,0.9631079908392653,0.12,0.61,rbf,1,False,0.11721868813037872
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.76,0.96,pi2,0.03,0.9314468760320536,0.975905517460702,0.12,0.86,rbf,1,False,0.11721868813037872
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.27,4.16,0.97,pi4,0.05,0.9220517230844033,0.9259837251556896,0.12,0.61,linear,1,False,0.11721868813037872
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.13,6.63,0.93,pi2,0.04,0.9670231688312014,0.9737006704683614,0.12,0.86,linear,1,False,0.11721868813037872
pi2,"SVR(C=10, epsilon=5)",0.01,0.76,0.31,pi4,0.37,-0.057468311262131255,0.3390164517351053,0.17,0.48,rbf,2,False,0.19467148184776306
pi4,"SVR(C=10, epsilon=2)",0.02,0.8,0.34,pi2,0.38,-0.04105485251856478,0.3089108303811229,0.17,0.79,rbf,2,False,0.19467148184776306
pi2,"SVR(C=1, epsilon=5, kernel='linear')",0.01,1.27,0.22,pi4,0.34,-0.1204808845828178,-0.010998533784649656,0.17,0.48,linear,2,False,0.19467148184776306
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,0.97,-0.01,pi2,0.15,0.13990612636956923,0.22280502103920452,0.17,0.79,linear,2,False,0.19467148184776306
pi2,SVR(),0.01,0.34,0.95,pi4,3.0,-2.0497817291509173,0.988389446429666,0.32,0.29,rbf,3,False,0.3189728856086731
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.35,0.99,pi2,0.87,0.12263259997967113,0.9496467318305155,0.32,0.44,rbf,3,False,0.3189728856086731
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.44,0.95,pi4,0.03,0.9213074427690541,0.9850709358993016,0.32,0.29,linear,3,False,0.3189728856086731
pi4,SVR(kernel='linear'),0.03,1.83,0.99,pi2,0.05,0.9342037578128936,0.9512524098852789,0.32,0.44,linear,3,False,0.3189728856086731
