model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.66,0.99,pi4,0.11,0.8784735618492313,0.9518388958501832,0.13,0.65,rbf,1,False,0.1338941603899002
pi4,"SVR(C=10, epsilon=1)",0.02,0.81,0.95,pi2,0.0,0.9492986508370662,0.9914757240034635,0.13,0.94,rbf,1,False,0.1338941603899002
pi2,SVR(kernel='linear'),0.11,3.5,0.99,pi4,0.08,0.9066023875466214,0.9054036627605632,0.13,0.65,linear,1,False,0.1338941603899002
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.12,5.14,0.91,pi2,0.07,0.978843477542077,0.9898162683281972,0.13,0.94,linear,1,False,0.1338941603899002
pi2,"SVR(C=10, epsilon=5)",0.0,0.68,0.35,pi4,0.52,-0.17589133632271725,0.47430925931228374,0.22,0.27,rbf,2,False,0.23106583952903748
pi4,"SVR(C=10, epsilon=2)",0.02,0.88,0.47,pi2,1.01,-0.5397729726688625,0.34706339549017096,0.22,0.7,rbf,2,False,0.23106583952903748
pi3,SVR(),0.03,0.78,0.69,pi5,0.29,0.4007714232141276,0.7671863794287488,0.24,1.0,rbf,2,False,0.23106583952903748
pi5,SVR(C=10),0.03,0.49,0.77,pi3,1.04,-0.2698895614774748,0.6909145023265646,0.24,0.51,rbf,2,False,0.23106583952903748
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.0,1.27,0.18,pi4,0.42,-0.2487962686481564,0.07820883292239311,0.22,0.27,linear,2,False,0.23106583952903748
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.05,1.15,0.08,pi2,0.07,0.15281363997425335,0.17529144757662296,0.22,0.7,linear,2,False,0.23106583952903748
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.01,1.66,0.58,pi5,0.05,0.6292590589831921,0.6771177934467514,0.24,1.0,linear,2,False,0.23106583952903748
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.04,1.08,0.68,pi3,0.17,0.5043543381316395,0.5813035446149517,0.24,0.51,linear,2,False,0.23106583952903748
pi2,SVR(),0.01,0.26,0.92,pi4,2.57,-1.6545806781924095,0.9871765663849038,0.37,0.32,rbf,3,False,0.3803257644176483
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.31,0.99,pi2,0.22,0.7665356559178016,0.9153161985278898,0.37,0.37,rbf,3,False,0.3803257644176483
pi2,SVR(kernel='linear'),0.01,0.27,0.91,pi4,0.05,0.959932277951396,0.9849624083451863,0.37,0.32,linear,3,False,0.3803257644176483
pi4,SVR(kernel='linear'),0.02,0.93,0.98,pi2,0.1,0.8840005417519495,0.9098122475912094,0.37,0.37,linear,3,False,0.3803257644176483
