model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.76,0.99,pi4,0.11,0.8843423410725266,0.9571601407934974,0.13,0.63,rbf,1,False,0.14152848720550537
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.83,0.96,pi2,0.03,0.928556822514841,0.9895021040366339,0.13,0.87,rbf,1,False,0.14152848720550537
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.01,6.57,0.99,pi4,0.07,0.9166923255725947,0.9171863307281076,0.13,0.63,linear,1,False,0.14152848720550537
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,5.47,0.92,pi2,0.06,0.976478078809661,0.9862871512078752,0.13,0.87,linear,1,False,0.14152848720550537
pi2,"SVR(C=10, epsilon=5)",0.0,0.82,0.33,pi4,0.51,-0.1793742493368471,0.47083833342591164,0.21,0.33,rbf,2,False,0.22852319478988647
pi4,"SVR(C=10, epsilon=1)",0.02,0.98,0.47,pi2,0.84,-0.3692918219029484,0.3347807355531327,0.21,0.78,rbf,2,False,0.22852319478988647
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,1.18,0.19,pi4,0.2,-0.004909316511980011,0.06743051185612847,0.21,0.33,linear,2,False,0.22852319478988647
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.02,1.11,0.07,pi2,0.08,0.1518919620115995,0.19285053880494973,0.21,0.78,linear,2,False,0.22852319478988647
pi2,SVR(),0.01,0.31,0.94,pi4,2.58,-1.6454923776601533,0.9877119195708673,0.33,0.3,rbf,3,False,0.3290848135948181
pi4,SVR(C=10),0.01,0.3,0.99,pi2,0.88,0.10287977614904387,0.9387191903531252,0.33,0.46,rbf,3,False,0.3290848135948181
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.32,0.94,pi4,0.04,0.902785553358589,0.9870452378791557,0.33,0.3,linear,3,False,0.3290848135948181
pi4,"SVR(C=0.1, kernel='linear')",0.01,0.84,0.99,pi2,0.09,0.9019151459408878,0.9380879014330276,0.33,0.46,linear,3,False,0.3290848135948181
