model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.79,0.99,pi4,0.08,0.9099145405985781,0.9582666658291955,0.14,0.69,rbf,1,False,0.14113923907279968
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.81,0.96,pi2,0.01,0.9490947793807772,0.9894419474184305,0.14,0.88,rbf,1,False,0.14113923907279968
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.0,3.98,0.99,pi4,0.07,0.9194295331471681,0.9260692986703882,0.14,0.69,linear,1,False,0.14113923907279968
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.03,5.18,0.93,pi2,0.05,0.9755001692991474,0.9868243662116628,0.14,0.88,linear,1,False,0.14113923907279968
pi2,"SVR(C=10, epsilon=5)",0.0,0.76,0.33,pi4,0.52,-0.19197090776008263,0.602077516380743,0.21,0.38,rbf,2,False,0.24028730392456055
pi4,"SVR(C=1, epsilon=1)",0.02,0.81,0.6,pi2,0.98,-0.3787494165434615,0.33234319655211864,0.21,0.78,rbf,2,False,0.24028730392456055
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.0,1.18,0.19,pi4,0.3,-0.10712764626061877,0.09691609447287142,0.21,0.38,linear,2,False,0.24028730392456055
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,1.02,0.1,pi2,0.07,0.16869276880950002,0.19049564154256793,0.21,0.78,linear,2,False,0.24028730392456055
pi2,SVR(),0.02,0.31,0.94,pi4,2.68,-1.7372396488730582,0.9872226141879671,0.31,0.34,rbf,3,False,0.3168453276157379
pi4,"SVR(C=10, epsilon=0.5)",0.0,0.29,0.99,pi2,1.18,-0.19366265326547416,0.9408693637038045,0.31,0.47,rbf,3,False,0.3168453276157379
pi2,SVR(kernel='linear'),0.01,0.3,0.94,pi4,0.01,0.9277907459399732,0.9839566843051494,0.31,0.34,linear,3,False,0.3168453276157379
pi4,SVR(kernel='linear'),0.02,0.76,0.98,pi2,0.07,0.9102046310973445,0.9421541416259243,0.31,0.47,linear,3,False,0.3168453276157379
