model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.71,0.99,pi4,0.12,0.8690079770676654,0.9611214150567934,0.12,0.58,rbf,1,False,0.12030787765979767
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.73,0.96,pi2,0.03,0.935933814709618,0.9895687338830944,0.12,0.88,rbf,1,False,0.12030787765979767
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.17,5.71,0.99,pi4,0.07,0.9138779541862252,0.9162962910260142,0.12,0.58,linear,1,False,0.12030787765979767
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.04,4.92,0.92,pi2,0.06,0.9732513369385825,0.9858759917564006,0.12,0.88,linear,1,False,0.12030787765979767
pi2,"SVR(C=10, epsilon=5)",0.01,0.68,0.34,pi4,0.22,0.11773046585070968,0.32189037533991083,0.21,0.45,rbf,2,False,0.21179550886154175
pi4,"SVR(C=10, epsilon=2)",0.02,0.82,0.32,pi2,0.43,-0.10862655146767075,0.34023134941225286,0.21,0.74,rbf,2,False,0.21179550886154175
pi3,"SVR(C=10, epsilon=2)",0.01,0.67,0.61,pi5,0.77,-0.15383204253963778,0.3753484840475294,0.22,0.98,rbf,2,False,0.21179550886154175
pi5,"SVR(C=1, epsilon=0.5)",0.01,0.46,0.38,pi3,0.39,-0.01705958902410587,0.6119029704954473,0.22,0.51,rbf,2,False,0.21179550886154175
pi2,"SVR(C=10, epsilon=5, kernel='linear')",0.02,1.15,0.21,pi4,0.36,-0.14893023629701263,-0.0251129272693269,0.21,0.45,linear,2,False,0.21179550886154175
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,0.92,-0.03,pi2,0.11,0.08268470947105488,0.20793762487348,0.21,0.74,linear,2,False,0.21179550886154175
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.09,1.94,0.47,pi5,0.14,0.3290836664969775,0.31991112154884005,0.22,0.98,linear,2,False,0.21179550886154175
pi5,"SVR(C=0.01, kernel='linear')",0.01,0.92,0.32,pi3,0.12,0.4431690815476764,0.4730124056508246,0.22,0.51,linear,2,False,0.21179550886154175
pi2,SVR(),0.01,0.27,0.95,pi4,2.7,-1.7424591444700352,0.9867916095961624,0.29,0.34,rbf,3,False,0.29120248556137085
pi4,SVR(C=10),0.01,0.29,0.99,pi2,0.81,0.1766318652635458,0.9538459575074965,0.29,0.45,rbf,3,False,0.29120248556137085
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.37,0.96,pi4,0.02,0.9365027561397995,0.9831406746720865,0.29,0.34,linear,3,False,0.29120248556137085
pi4,SVR(kernel='linear'),0.02,1.22,0.98,pi2,0.05,0.9309798004270208,0.9555108762032799,0.29,0.45,linear,3,False,0.29120248556137085
