model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.01,0.66,0.99,pi4,0.11,0.8753614344014985,0.9593004808477407,0.13,0.59,rbf,1,False,0.13351678848266602
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.73,0.96,pi2,0.02,0.9398082336094891,0.9882824869220915,0.13,0.87,rbf,1,False,0.13351678848266602
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,4.02,0.98,pi4,0.13,0.8571604017047361,0.8651121806945274,0.13,0.59,linear,1,False,0.13351678848266602
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.11,5.25,0.87,pi2,0.11,0.9712600084679704,0.9842262658344414,0.13,0.87,linear,1,False,0.13351678848266602
pi2,"SVR(C=10, epsilon=1)",0.01,0.66,0.27,pi4,0.06,0.20590689198976508,0.3817985859563031,0.19,0.47,rbf,2,False,0.2049490213394165
pi4,"SVR(C=10, epsilon=2)",0.02,0.78,0.38,pi2,0.93,-0.5528930877140341,0.2670988657565181,0.19,0.77,rbf,2,False,0.2049490213394165
pi2,"SVR(C=10, epsilon=2, kernel='linear')",0.02,1.14,0.19,pi4,0.56,-0.3667416814105018,-0.0009767219284098072,0.19,0.47,linear,2,False,0.2049490213394165
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.04,0.95,-0.0,pi2,0.18,0.18044379682673484,0.19420420734718913,0.19,0.77,linear,2,False,0.2049490213394165
pi2,SVR(),0.01,0.27,0.95,pi4,2.79,-1.8377451391577724,0.9877183174254472,0.31,0.31,rbf,3,False,0.30586618185043335
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.29,0.99,pi2,0.6,0.38660880719438007,0.9474160161246308,0.31,0.44,rbf,3,False,0.30586618185043335
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.43,0.95,pi4,0.04,0.9132308531338837,0.9847333701247258,0.31,0.31,linear,3,False,0.30586618185043335
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.01,0.85,0.98,pi2,0.07,0.9126975211285726,0.950892121877338,0.31,0.44,linear,3,False,0.30586618185043335
