model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.71,0.99,pi4,0.08,0.9036800059543247,0.9586557631772538,0.15,0.65,rbf,1,False,0.14462947845458984
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.86,0.96,pi2,0.02,0.9350820482590189,0.9876653480692384,0.15,0.93,rbf,1,False,0.14462947845458984
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.03,3.05,0.99,pi4,0.07,0.9177674050476209,0.918497805054364,0.15,0.65,linear,1,False,0.14462947845458984
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.01,7.03,0.92,pi2,0.05,0.973038549610599,0.9854431789285288,0.15,0.93,linear,1,False,0.14462947845458984
pi3,"SVR(C=10, epsilon=2)",0.01,0.7,0.48,pi5,0.75,-0.2754816391738035,0.6588370178729477,0.18,1.0,rbf,2,False,0.18472552299499512
pi5,"SVR(C=1, epsilon=0.5)",0.01,0.52,0.66,pi3,0.79,-0.13598237021098614,0.4773724625317719,0.18,0.5,rbf,2,False,0.18472552299499512
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.03,1.54,0.35,pi5,0.01,0.367391889590881,0.5644733998039734,0.18,1.0,linear,2,False,0.18472552299499512
pi5,SVR(kernel='linear'),0.02,0.99,0.56,pi3,0.33,0.23679100308124146,0.3538943623376375,0.18,0.5,linear,2,False,0.18472552299499512
pi2,SVR(),0.01,0.28,0.94,pi4,2.55,-1.6129517910798774,0.9864502386160547,0.35,0.28,rbf,3,False,0.3567078113555908
pi4,"SVR(C=10, epsilon=0.5)",0.0,0.27,0.99,pi2,0.51,0.4750762546237207,0.9391661047876779,0.35,0.43,rbf,3,False,0.3567078113555908
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.28,0.94,pi4,0.01,0.9318840663349744,0.9849845302828859,0.35,0.28,linear,3,False,0.3567078113555908
pi4,SVR(kernel='linear'),0.01,0.71,0.98,pi2,0.08,0.9065398416571565,0.9372932905022588,0.35,0.43,linear,3,False,0.3567078113555908
