model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.71,0.99,pi4,0.09,0.8987476925246459,0.9602129568141847,0.15,0.58,rbf,1,False,0.15070316195487976
pi4,"SVR(C=10, epsilon=1)",0.02,0.84,0.96,pi2,0.02,0.937010744622074,0.9913085489136623,0.15,0.89,rbf,1,False,0.15070316195487976
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.02,4.83,0.99,pi4,0.06,0.9256436566909558,0.9248435482577344,0.15,0.58,linear,1,False,0.15070316195487976
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.19,7.74,0.92,pi2,0.06,0.9844682000143462,0.9882023450571201,0.15,0.89,linear,1,False,0.15070316195487976
pi2,"SVR(C=10, epsilon=5)",0.01,0.75,0.34,pi4,0.49,-0.14406306990971496,0.4868627744017877,0.2,0.45,rbf,2,False,0.2010418176651001
pi4,"SVR(C=10, epsilon=1)",0.02,0.91,0.49,pi2,0.94,-0.45459672391302175,0.3444667558222796,0.2,0.81,rbf,2,False,0.2010418176651001
pi3,"SVR(C=10, epsilon=2)",0.01,0.82,0.56,pi5,0.69,-0.13534411958704196,0.8686762577705055,0.2,1.0,rbf,2,False,0.2010418176651001
pi5,SVR(),0.02,0.51,0.87,pi3,0.89,-0.018715584501665328,0.5595778972388284,0.2,0.58,rbf,2,False,0.2010418176651001
pi2,"SVR(C=10, epsilon=2, kernel='linear')",0.04,1.26,0.22,pi4,0.63,-0.4103447924490675,0.04084353426473564,0.2,0.45,linear,2,False,0.2010418176651001
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.01,1.11,0.04,pi2,0.11,0.15174082003255873,0.2217015287636518,0.2,0.81,linear,2,False,0.2010418176651001
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.01,1.17,0.43,pi5,0.14,0.5734175159508456,0.7458109586883691,0.2,1.0,linear,2,False,0.2010418176651001
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.05,0.9,0.75,pi3,0.44,0.30701231534231077,0.4335315379415986,0.2,0.58,linear,2,False,0.2010418176651001
pi2,SVR(),0.01,0.33,0.95,pi4,2.45,-1.5037736776652424,0.988719185525704,0.29,0.34,rbf,3,False,0.2882484197616577
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.32,0.99,pi2,0.13,0.8617368176143009,0.9482773746533111,0.29,0.5,rbf,3,False,0.2882484197616577
pi2,SVR(kernel='linear'),0.01,0.31,0.95,pi4,0.04,0.909299842364761,0.9863683128676773,0.29,0.34,linear,3,False,0.2882484197616577
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.01,1.04,0.99,pi2,0.08,0.9044378669414278,0.9468577191698951,0.29,0.5,linear,3,False,0.2882484197616577
