model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.68,0.99,pi4,0.09,0.8951519963475272,0.9575806110068432,0.13,0.61,rbf,1,False,0.13012026250362396
pi4,"SVR(C=10, epsilon=1)",0.01,0.77,0.96,pi2,0.01,0.9445457895889384,0.9894121284106565,0.13,0.86,rbf,1,False,0.13012026250362396
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.11,5.94,0.99,pi4,0.07,0.9204308822112212,0.9238322425980411,0.13,0.61,linear,1,False,0.13012026250362396
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.19,8.57,0.92,pi2,0.06,0.9806476150496528,0.986028932456129,0.13,0.86,linear,1,False,0.13012026250362396
pi2,"SVR(C=10, epsilon=5)",0.01,0.75,0.32,pi4,0.3,0.021686610794074634,0.3375444749236214,0.19,0.46,rbf,2,False,0.19338282942771912
pi4,"SVR(C=10, epsilon=2)",0.02,0.85,0.34,pi2,0.58,-0.24536200447154832,0.3234477029725581,0.19,0.76,rbf,2,False,0.19338282942771912
pi3,"SVR(C=10, epsilon=2)",0.01,0.75,0.68,pi5,2.05,-1.3761164797337666,0.4588279720710352,0.19,0.97,rbf,2,False,0.19338282942771912
pi5,"SVR(C=1, epsilon=0.5)",0.01,0.52,0.46,pi3,0.37,0.0841910310058116,0.678099112462726,0.19,0.45,rbf,2,False,0.19338282942771912
pi2,"SVR(C=1, epsilon=5, kernel='linear')",0.01,1.18,0.2,pi4,0.32,-0.11779352177371072,-0.009866845183893691,0.19,0.46,linear,2,False,0.19338282942771912
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,0.93,-0.01,pi2,0.12,0.11344898781033175,0.2033895078422251,0.19,0.76,linear,2,False,0.19338282942771912
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.0,2.19,0.48,pi5,0.13,0.3483267454617264,0.375919881339997,0.19,0.97,linear,2,False,0.19338282942771912
pi5,"SVR(C=10, kernel='linear')",0.07,1.19,0.38,pi3,0.05,0.42301430694221276,0.4780576843117109,0.19,0.45,linear,2,False,0.19338282942771912
pi2,SVR(),0.01,0.27,0.95,pi4,2.88,-1.928525220056176,0.986393290110268,0.33,0.31,rbf,3,False,0.32816046476364136
pi4,"SVR(C=10, epsilon=1)",0.0,0.3,0.99,pi2,1.18,-0.18913960165670662,0.9541326586620539,0.33,0.42,rbf,3,False,0.32816046476364136
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.4,0.95,pi4,0.03,0.9213988677540659,0.9830769232667858,0.33,0.31,linear,3,False,0.32816046476364136
pi4,SVR(kernel='linear'),0.02,1.34,0.98,pi2,0.06,0.9252040291594174,0.9529109549644336,0.33,0.42,linear,3,False,0.32816046476364136
