model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.75,0.99,pi4,0.12,0.8703132377613765,0.9527604929449913,0.15,0.65,rbf,1,False,0.14858661592006683
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.81,0.95,pi2,0.02,0.9330729516995859,0.9910170721769272,0.15,0.88,rbf,1,False,0.14858661592006683
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,5.06,0.99,pi4,0.07,0.9151210775359635,0.9170513828187801,0.15,0.65,linear,1,False,0.14858661592006683
pi4,"SVR(C=1, epsilon=2, kernel='linear')",0.03,5.03,0.92,pi2,0.06,0.9816648197211227,0.9877392991557462,0.15,0.88,linear,1,False,0.14858661592006683
pi2,"SVR(C=10, epsilon=5)",0.0,0.74,0.33,pi4,0.49,-0.16343190045709144,0.46698061615396946,0.21,0.34,rbf,2,False,0.21496301889419556
pi4,"SVR(C=10, epsilon=1)",0.02,0.92,0.47,pi2,1.16,-0.6915144385143179,0.32736120678520575,0.21,0.78,rbf,2,False,0.21496301889419556
pi3,"SVR(C=10, epsilon=2)",0.01,0.81,0.6,pi5,1.53,-0.925333651786334,0.9013088166692714,0.22,1.0,rbf,2,False,0.21496301889419556
pi5,SVR(C=10),0.05,0.59,0.9,pi3,0.88,0.018776529423135124,0.6037826642016717,0.22,0.58,rbf,2,False,0.21496301889419556
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,1.45,0.2,pi4,0.28,-0.0783226365375016,0.05446921905382707,0.21,0.34,linear,2,False,0.21496301889419556
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.01,1.11,0.05,pi2,0.12,0.17681147797635632,0.20438814460920118,0.21,0.78,linear,2,False,0.21496301889419556
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.02,1.28,0.45,pi5,0.2,0.6441850123764852,0.7989505563402877,0.22,1.0,linear,2,False,0.21496301889419556
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.07,1.34,0.8,pi3,0.45,0.34422996962343033,0.4479426427839647,0.22,0.58,linear,2,False,0.21496301889419556
pi2,SVR(),0.01,0.27,0.94,pi4,2.24,-1.305159059098846,0.9879667189704631,0.34,0.33,rbf,3,False,0.3397325277328491
pi4,SVR(C=10),0.01,0.28,0.99,pi2,0.8,0.1878708953314162,0.9362434988420618,0.34,0.42,rbf,3,False,0.3397325277328491
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.29,0.94,pi4,0.0,0.9368721546769532,0.9856647423308921,0.34,0.33,linear,3,False,0.3397325277328491
pi4,SVR(kernel='linear'),0.01,0.72,0.99,pi2,0.08,0.9027411121331733,0.935972436944212,0.34,0.42,linear,3,False,0.3397325277328491
