model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.83,0.99,pi4,0.08,0.9121637156595129,0.9567530079816341,0.13,0.64,rbf,1,False,0.12697733938694
pi4,"SVR(C=10, epsilon=1)",0.02,0.87,0.96,pi2,0.02,0.9365268954638817,0.9898306381794287,0.13,0.87,rbf,1,False,0.12697733938694
pi2,"SVR(C=1, epsilon=1, kernel='linear')",0.02,3.97,0.99,pi4,0.06,0.9221810733659656,0.9252063376586368,0.13,0.64,linear,1,False,0.12697733938694
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,5.45,0.93,pi2,0.06,0.9822121292010372,0.9869281840038541,0.13,0.87,linear,1,False,0.12697733938694
pi2,"SVR(C=10, epsilon=5)",0.0,0.74,0.33,pi4,0.41,-0.08895152060480949,0.6032708825982736,0.22,0.34,rbf,2,False,0.23059868812561035
pi4,"SVR(C=1, epsilon=1)",0.02,0.85,0.6,pi2,1.06,-0.4564643778906978,0.32517981122508877,0.22,0.72,rbf,2,False,0.23059868812561035
pi3,"SVR(C=1, epsilon=2)",0.01,0.77,0.66,pi5,0.54,0.1218538274738653,0.8620231824789757,0.24,1.0,rbf,2,False,0.23059868812561035
pi5,SVR(C=10),0.03,0.51,0.86,pi3,1.43,-0.566207190226665,0.6616788709882304,0.24,0.41,rbf,2,False,0.23059868812561035
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.01,1.33,0.2,pi4,0.31,-0.11354823403347925,0.09546786147609432,0.22,0.34,linear,2,False,0.23059868812561035
pi4,SVR(kernel='linear'),0.02,1.07,0.1,pi2,0.05,0.14113983233900107,0.1977436996271047,0.22,0.72,linear,2,False,0.23059868812561035
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.0,1.13,0.55,pi5,0.13,0.6758392931213344,0.7509127638571274,0.24,1.0,linear,2,False,0.23059868812561035
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.08,1.19,0.75,pi3,0.29,0.4607041240403318,0.5497249558592735,0.24,0.41,linear,2,False,0.23059868812561035
pi2,SVR(),0.01,0.3,0.94,pi4,2.8,-1.8550368265654549,0.9886258702687861,0.33,0.29,rbf,3,False,0.32314780354499817
pi4,SVR(C=10),0.01,0.3,0.99,pi2,0.73,0.2619492974249419,0.944154688283851,0.33,0.44,rbf,3,False,0.32314780354499817
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.29,0.94,pi4,0.01,0.9330221069261597,0.9856386535906785,0.33,0.29,linear,3,False,0.32314780354499817
pi4,"SVR(C=10, kernel='linear')",0.12,0.98,0.99,pi2,0.07,0.9173074941668948,0.9445157726223544,0.33,0.44,linear,3,False,0.32314780354499817
