model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.76,0.99,pi4,0.11,0.8849879273599242,0.9640101968691196,0.14,0.66,rbf,1,False,0.14021921157836914
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.89,0.96,pi2,0.04,0.9284239116240343,0.9904791312171487,0.14,0.88,rbf,1,False,0.14021921157836914
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,4.51,0.99,pi4,0.07,0.9166524952330211,0.914763205362271,0.14,0.66,linear,1,False,0.14021921157836914
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.1,6.93,0.91,pi2,0.07,0.9819680837620459,0.9878640889052953,0.14,0.88,linear,1,False,0.14021921157836914
pi2,"SVR(C=10, epsilon=2)",0.01,0.75,0.26,pi4,0.12,0.13801548711134526,0.4440561938551265,0.21,0.35,rbf,2,False,0.21211490035057068
pi4,"SVR(C=10, epsilon=1)",0.02,0.93,0.44,pi2,0.97,-0.5239652688661598,0.25998214859241553,0.21,0.69,rbf,2,False,0.21211490035057068
pi3,"SVR(C=10, epsilon=2)",0.01,0.72,0.51,pi5,1.85,-1.3373046542641944,0.881899602831493,0.21,1.0,rbf,2,False,0.21211490035057068
pi5,SVR(),0.02,0.49,0.88,pi3,0.99,-0.112108466482012,0.512666415123229,0.21,0.22,rbf,2,False,0.21211490035057068
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,1.36,0.2,pi4,0.27,-0.07100866219084878,0.056758529831310134,0.21,0.35,linear,2,False,0.21211490035057068
pi4,"SVR(C=1, epsilon=2, kernel='linear')",0.02,1.15,0.06,pi2,0.13,0.1850503912339413,0.19647786453051708,0.21,0.69,linear,2,False,0.21211490035057068
pi3,"SVR(C=0.1, epsilon=2, kernel='linear')",0.0,1.63,0.34,pi5,0.1,0.44362068528356835,0.751123770800703,0.21,1.0,linear,2,False,0.21211490035057068
pi5,"SVR(C=0.1, epsilon=1, kernel='linear')",0.0,0.76,0.75,pi3,0.65,0.1036551490595522,0.3424226711855597,0.21,0.22,linear,2,False,0.21211490035057068
pi2,SVR(),0.01,0.29,0.94,pi4,2.36,-1.4202260630444878,0.9861931015247255,0.33,0.32,rbf,3,False,0.3217116594314575
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.3,0.99,pi2,0.2,0.7841809094920832,0.941405354462518,0.33,0.42,rbf,3,False,0.3217116594314575
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.3,0.94,pi4,0.03,0.9123203902778111,0.9846438440626838,0.33,0.32,linear,3,False,0.3217116594314575
pi4,SVR(kernel='linear'),0.01,0.64,0.98,pi2,0.07,0.9170662769851454,0.941198351369225,0.33,0.42,linear,3,False,0.3217116594314575
