model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.72,0.99,pi4,0.1,0.8898721603262082,0.9609972678489286,0.15,0.62,rbf,1,False,0.1478237509727478
pi4,"SVR(C=10, epsilon=0.5)",0.03,0.84,0.96,pi2,0.02,0.9380409363695774,0.9917674644389501,0.15,0.87,rbf,1,False,0.1478237509727478
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,6.37,0.99,pi4,0.07,0.918800105562348,0.9184398107578439,0.15,0.62,linear,1,False,0.1478237509727478
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.12,5.85,0.92,pi2,0.07,0.9853489131100907,0.989545554668765,0.15,0.87,linear,1,False,0.1478237509727478
pi2,"SVR(C=10, epsilon=5)",0.0,0.75,0.33,pi4,0.64,-0.3088966071937824,0.5994859593953964,0.21,0.37,rbf,2,False,0.2193475067615509
pi4,"SVR(C=10, epsilon=2)",0.01,0.72,0.6,pi2,1.06,-0.455907044399678,0.33324521491406967,0.21,0.72,rbf,2,False,0.2193475067615509
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.0,1.3,0.21,pi4,0.5,-0.2895255933383951,0.11517432044681042,0.21,0.37,linear,2,False,0.2193475067615509
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.06,1.0,0.12,pi2,0.06,0.1796526724897547,0.20948390736020794,0.21,0.72,linear,2,False,0.2193475067615509
pi2,SVR(),0.01,0.3,0.95,pi4,2.28,-1.3317025546901657,0.9875013109107168,0.3,0.4,rbf,3,False,0.2983636260032654
pi4,"SVR(C=10, epsilon=0.5)",0.0,0.25,0.99,pi2,0.23,0.7602581788808779,0.9458905237926714,0.3,0.46,rbf,3,False,0.2983636260032654
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.31,0.94,pi4,0.02,0.9206589369371525,0.9852637995100395,0.3,0.4,linear,3,False,0.2983636260032654
pi4,SVR(kernel='linear'),0.02,0.71,0.99,pi2,0.09,0.8912232174504389,0.9448517702241542,0.3,0.46,linear,3,False,0.2983636260032654
