model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.71,0.99,pi4,0.1,0.8844183466582436,0.960914965891429,0.11,0.63,rbf,1,False,0.10534420609474182
pi4,SVR(C=10),0.03,0.72,0.96,pi2,0.03,0.9355598137542331,0.9889604784649413,0.11,0.85,rbf,1,False,0.10534420609474182
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,3.81,0.99,pi4,0.07,0.9155405201348508,0.9169380537497691,0.11,0.63,linear,1,False,0.10534420609474182
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.04,6.8,0.92,pi2,0.06,0.9756199615996105,0.985484776734932,0.11,0.85,linear,1,False,0.10534420609474182
pi2,"SVR(C=10, epsilon=5)",0.01,0.67,0.35,pi4,0.26,0.09360475516417766,0.3116169403104223,0.19,0.44,rbf,2,False,0.194581538438797
pi4,"SVR(C=1, epsilon=2)",0.02,0.83,0.31,pi2,0.25,0.05878373150136895,0.3509091263161245,0.19,0.76,rbf,2,False,0.194581538438797
pi3,"SVR(C=10, epsilon=2)",0.01,0.67,0.62,pi5,1.01,-0.38356760680804314,0.44825043352264493,0.2,0.98,rbf,2,False,0.194581538438797
pi5,"SVR(C=10, epsilon=1)",0.01,0.49,0.45,pi3,0.5,-0.050958631549250955,0.6219821857177161,0.2,0.48,rbf,2,False,0.194581538438797
pi2,"SVR(C=10, epsilon=2, kernel='linear')",0.02,1.32,0.2,pi4,0.66,-0.4643531819735456,-0.01877854296029713,0.19,0.44,linear,2,False,0.194581538438797
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.01,0.88,-0.02,pi2,0.18,0.15683812360324867,0.19871722572857609,0.19,0.76,linear,2,False,0.194581538438797
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.03,1.82,0.48,pi5,0.14,0.3401591261118123,0.3374998178034845,0.2,0.98,linear,2,False,0.194581538438797
pi5,SVR(kernel='linear'),0.02,0.95,0.34,pi3,0.11,0.44334572639274805,0.47745880570891686,0.2,0.48,linear,2,False,0.194581538438797
pi2,SVR(),0.01,0.31,0.95,pi4,2.8,-1.8504760906628395,0.9870965464467231,0.3,0.31,rbf,3,False,0.2957828640937805
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.28,0.99,pi2,0.47,0.5140869235928431,0.9490483112821598,0.3,0.45,rbf,3,False,0.2957828640937805
pi2,SVR(kernel='linear'),0.01,0.36,0.95,pi4,0.03,0.9210198143108747,0.9837488658468497,0.3,0.31,linear,3,False,0.2957828640937805
pi4,SVR(kernel='linear'),0.02,1.21,0.98,pi2,0.06,0.923059962180109,0.950920109096472,0.3,0.45,linear,3,False,0.2957828640937805
