model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.68,0.99,pi4,0.1,0.8945865054916814,0.9634832784584388,0.13,0.58,rbf,1,False,0.12678620219230652
pi4,SVR(C=10),0.03,0.75,0.96,pi2,0.02,0.9455932885040335,0.9910409317827715,0.13,0.86,rbf,1,False,0.12678620219230652
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,4.82,0.99,pi4,0.06,0.9231209578746479,0.9271900440006435,0.13,0.58,linear,1,False,0.12678620219230652
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.05,7.39,0.93,pi2,0.05,0.9757915486976011,0.987537322569671,0.13,0.86,linear,1,False,0.12678620219230652
pi2,"SVR(C=10, epsilon=5)",0.01,0.77,0.32,pi4,0.32,0.00883176771230998,0.36956510519313934,0.19,0.45,rbf,2,False,0.20863476395606995
pi4,"SVR(C=10, epsilon=2)",0.02,0.93,0.37,pi2,0.4,-0.028762230030113134,0.32390478771070186,0.19,0.74,rbf,2,False,0.20863476395606995
pi2,"SVR(C=0.1, epsilon=5, kernel='linear')",0.0,1.25,0.2,pi4,0.29,-0.08487120462496067,-0.011980399385654872,0.19,0.45,linear,2,False,0.20863476395606995
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.03,0.96,-0.01,pi2,0.17,0.15345769201253756,0.20203541219774301,0.19,0.74,linear,2,False,0.20863476395606995
pi2,SVR(),0.01,0.28,0.95,pi4,2.8,-1.848226866009631,0.9872708360556197,0.3,0.33,rbf,3,False,0.29888808727264404
pi4,SVR(C=10),0.01,0.3,0.99,pi2,0.88,0.10840159745696654,0.9499750737757899,0.3,0.43,rbf,3,False,0.29888808727264404
pi2,SVR(kernel='linear'),0.01,0.41,0.95,pi4,0.06,0.8897236998867215,0.9828985796180464,0.3,0.33,linear,3,False,0.29888808727264404
pi4,"SVR(C=10, kernel='linear')",0.14,1.26,0.98,pi2,0.05,0.9323304420363836,0.9518077736351208,0.3,0.43,linear,3,False,0.29888808727264404
