model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.71,0.99,pi4,0.09,0.8961285513115556,0.9515513641802008,0.13,0.63,rbf,1,False,0.12798647582530975
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.8,0.95,pi2,0.01,0.9392153842804253,0.990395355703579,0.13,0.92,rbf,1,False,0.12798647582530975
pi2,"SVR(C=10, epsilon=1, kernel='linear')",0.03,4.36,0.99,pi4,0.08,0.9108758719719194,0.9161038729535845,0.13,0.63,linear,1,False,0.12798647582530975
pi4,"SVR(C=1, epsilon=2, kernel='linear')",0.02,4.39,0.92,pi2,0.07,0.9831311648034302,0.9883933651459197,0.13,0.92,linear,1,False,0.12798647582530975
pi3,SVR(),0.03,0.63,0.59,pi5,0.16,0.4271821857971505,0.89526740521058,0.19,1.0,rbf,2,False,0.19395285844802856
pi5,SVR(C=10),0.04,0.5,0.9,pi3,1.15,-0.25755592067006994,0.5880585396222917,0.19,0.62,rbf,2,False,0.19395285844802856
pi3,"SVR(C=0.1, epsilon=1, kernel='linear')",0.01,1.48,0.55,pi5,0.05,0.5960210856647945,0.7668602878808264,0.19,1.0,linear,2,False,0.19395285844802856
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,1.09,0.77,pi3,0.63,0.13412260711867885,0.5493941921941736,0.19,0.62,linear,2,False,0.19395285844802856
pi2,SVR(),0.01,0.28,0.94,pi4,2.21,-1.2710496040703485,0.9888362258966454,0.33,0.38,rbf,3,False,0.3338429927825928
pi4,SVR(C=10),0.01,0.25,0.99,pi2,0.45,0.5368089098825353,0.9351779389805965,0.33,0.41,rbf,3,False,0.3338429927825928
pi2,"SVR(C=0.01, kernel='linear')",0.01,0.29,0.94,pi4,0.01,0.9436583214801957,0.9871247654081678,0.33,0.38,linear,3,False,0.3338429927825928
pi4,"SVR(C=0.01, kernel='linear')",0.0,0.76,0.99,pi2,0.08,0.9059272592402812,0.9363023843214708,0.33,0.41,linear,3,False,0.3338429927825928
