model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.66,0.99,pi4,0.12,0.8677994028949048,0.9278688378335814,0.12,0.63,rbf,1,False,0.12374383211135864
pi4,SVR(),0.03,0.72,0.93,pi2,0.02,0.9506583347278988,0.9893518341149595,0.12,0.86,rbf,1,False,0.12374383211135864
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.23,4.87,0.99,pi4,0.14,0.8479130490814542,0.8522834646049486,0.12,0.63,linear,1,False,0.12374383211135864
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,4.87,0.85,pi2,0.13,0.9800195608602086,0.9867235516087679,0.12,0.86,linear,1,False,0.12374383211135864
pi2,"SVR(C=10, epsilon=2)",0.01,0.67,0.33,pi4,0.12,0.20123093760833588,0.4289427772579252,0.18,0.48,rbf,2,False,0.18835651874542236
pi4,"SVR(C=10, epsilon=2)",0.02,0.81,0.43,pi2,0.93,-0.5019615638444928,0.3256704213139954,0.18,0.77,rbf,2,False,0.18835651874542236
pi2,"SVR(C=1, epsilon=1, kernel='linear')",0.01,1.35,0.21,pi4,0.4,-0.18194305320777326,0.018997232947296827,0.18,0.48,linear,2,False,0.18835651874542236
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.04,1.01,0.02,pi2,0.17,0.190947711691412,0.21394160642664983,0.18,0.77,linear,2,False,0.18835651874542236
pi2,SVR(),0.01,0.27,0.95,pi4,2.64,-1.6869147692406306,0.9878168052920808,0.3,0.33,rbf,3,False,0.2956535220146179
pi4,SVR(C=10),0.01,0.3,0.99,pi2,0.77,0.22030719705360424,0.9484534006703546,0.3,0.44,rbf,3,False,0.2956535220146179
pi2,SVR(kernel='linear'),0.01,0.42,0.95,pi4,0.03,0.916323861756452,0.9835734613787931,0.3,0.33,linear,3,False,0.2956535220146179
pi4,SVR(kernel='linear'),0.02,1.22,0.98,pi2,0.06,0.9263027790485518,0.9511125339932984,0.3,0.44,linear,3,False,0.2956535220146179
