model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.68,0.99,pi4,0.12,0.8695810724239909,0.9600358092222264,0.12,0.58,rbf,1,False,0.12066468596458435
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.78,0.96,pi2,0.02,0.9383152477222346,0.9909642799164202,0.12,0.84,rbf,1,False,0.12066468596458435
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.06,4.96,0.99,pi4,0.13,0.8563301187942982,0.8597695863373598,0.12,0.58,linear,1,False,0.12066468596458435
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.01,5.27,0.86,pi2,0.12,0.9750491142916194,0.9876987529827832,0.12,0.84,linear,1,False,0.12066468596458435
pi2,"SVR(C=1, epsilon=2)",0.01,0.65,0.28,pi4,0.11,0.17060044334649693,0.3695327456715054,0.2,0.44,rbf,2,False,0.20268985629081726
pi4,"SVR(C=10, epsilon=2)",0.02,0.8,0.37,pi2,0.61,-0.23634563186765556,0.2813861807491522,0.2,0.77,rbf,2,False,0.20268985629081726
pi3,"SVR(C=10, epsilon=2)",0.01,0.69,0.61,pi5,0.65,-0.04523940055910791,0.39171911533641857,0.2,0.97,rbf,2,False,0.20268985629081726
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.51,0.39,pi3,0.3,0.09507767529221212,0.6072134149776603,0.2,0.49,rbf,2,False,0.20268985629081726
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.01,1.41,0.23,pi4,0.45,-0.2219243953811314,-0.02924114008443901,0.2,0.44,linear,2,False,0.20268985629081726
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.01,0.95,-0.03,pi2,0.21,0.18435717263161044,0.23194050872165828,0.2,0.77,linear,2,False,0.20268985629081726
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.0,1.85,0.49,pi5,0.18,0.3105220170947116,0.3139576192459178,0.2,0.97,linear,2,False,0.20268985629081726
pi5,"SVR(C=0.01, kernel='linear')",0.01,1.1,0.31,pi3,0.17,0.48131090869686566,0.48981910268558515,0.2,0.49,linear,2,False,0.20268985629081726
pi2,SVR(),0.02,0.29,0.95,pi4,3.01,-2.053674448294894,0.9886223130075091,0.33,0.3,rbf,3,False,0.32788142561912537
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.3,0.99,pi2,0.55,0.4398964510649176,0.953792699210277,0.33,0.43,rbf,3,False,0.32788142561912537
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.38,0.95,pi4,0.05,0.9002312986948309,0.9849854822608328,0.33,0.3,linear,3,False,0.32788142561912537
pi4,SVR(kernel='linear'),0.02,1.29,0.98,pi2,0.06,0.9247282972632052,0.9545359807553164,0.33,0.43,linear,3,False,0.32788142561912537
