model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.67,0.99,pi4,0.1,0.8909986473594305,0.9635279012191086,0.13,0.57,rbf,1,False,0.12779991328716278
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.74,0.96,pi2,0.02,0.9437903861662271,0.9894508556256201,0.13,0.86,rbf,1,False,0.12779991328716278
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.01,4.37,0.99,pi4,0.07,0.9154229329917526,0.9179253985906501,0.13,0.57,linear,1,False,0.12779991328716278
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,6.43,0.92,pi2,0.05,0.9721977758820175,0.9864437164421944,0.13,0.86,linear,1,False,0.12779991328716278
pi2,"SVR(C=10, epsilon=5)",0.0,0.63,0.34,pi4,0.25,0.09319058808671432,0.356776552357575,0.2,0.43,rbf,2,False,0.20698422193527222
pi4,"SVR(C=10, epsilon=2)",0.01,0.77,0.36,pi2,0.49,-0.13255121914946133,0.3415100741681941,0.2,0.76,rbf,2,False,0.20698422193527222
pi3,"SVR(C=10, epsilon=2)",0.01,0.68,0.69,pi5,2.66,-1.9686122854537054,0.47535785697968924,0.21,0.98,rbf,2,False,0.20698422193527222
pi5,"SVR(C=10, epsilon=1)",0.01,0.48,0.48,pi3,0.59,-0.1192004644051674,0.6878312322191023,0.21,0.46,rbf,2,False,0.20698422193527222
pi2,"SVR(C=10, epsilon=5, kernel='linear')",0.02,1.35,0.22,pi4,0.35,-0.13628740209539014,-0.013620055447987944,0.2,0.43,linear,2,False,0.20698422193527222
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,0.88,-0.01,pi2,0.11,0.0957465682702825,0.21681083860389982,0.2,0.76,linear,2,False,0.20698422193527222
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.0,2.15,0.48,pi5,0.14,0.339642792344081,0.36549221536366716,0.21,0.98,linear,2,False,0.20698422193527222
pi5,SVR(kernel='linear'),0.03,1.0,0.37,pi3,0.06,0.42751429636579275,0.48147821139605795,0.21,0.46,linear,2,False,0.20698422193527222
pi2,"SVR(C=10, epsilon=0.5)",0.0,0.27,0.96,pi4,2.6,-1.6413912624447802,0.9877256956085209,0.3,0.35,rbf,3,False,0.2981192469596863
pi4,SVR(C=10),0.01,0.28,0.99,pi2,0.89,0.09947348658277899,0.955615756564623,0.3,0.44,rbf,3,False,0.2981192469596863
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.37,0.95,pi4,0.03,0.9266261448638555,0.984402653324647,0.3,0.35,linear,3,False,0.2981192469596863
pi4,"SVR(C=10, kernel='linear')",0.17,1.31,0.98,pi2,0.06,0.9265764500406087,0.9549580870973186,0.3,0.44,linear,3,False,0.2981192469596863
