model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.67,0.99,pi4,0.1,0.8918791727641988,0.95156936213891,0.17,0.55,rbf,1,False,0.17541904747486115
pi4,SVR(C=10),0.03,0.87,0.95,pi2,0.02,0.9298202359720305,0.9915787435596135,0.17,0.89,rbf,1,False,0.17541904747486115
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.02,4.93,0.99,pi4,0.07,0.9161315267306528,0.9160250449303616,0.17,0.55,linear,1,False,0.17541904747486115
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.01,6.63,0.92,pi2,0.07,0.9815848634057446,0.9886193767276913,0.17,0.89,linear,1,False,0.17541904747486115
pi2,"SVR(C=10, epsilon=2)",0.01,0.73,0.3,pi4,0.16,0.14122611571187993,0.5264695032003772,0.21,0.33,rbf,2,False,0.2240084707736969
pi4,"SVR(C=10, epsilon=2)",0.02,0.91,0.53,pi2,1.18,-0.6552806616719935,0.29942539270226753,0.21,0.73,rbf,2,False,0.2240084707736969
pi3,SVR(),0.03,0.77,0.68,pi5,0.18,0.49855878627368366,0.8732779628642439,0.23,1.0,rbf,2,False,0.2240084707736969
pi5,SVR(),0.02,0.52,0.87,pi3,1.44,-0.5692326576639413,0.6752235037346614,0.23,0.35,rbf,2,False,0.2240084707736969
pi2,"SVR(C=1, epsilon=2, kernel='linear')",0.01,1.35,0.2,pi4,0.53,-0.3248298998904835,0.0597488679296686,0.21,0.33,linear,2,False,0.2240084707736969
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.02,1.1,0.06,pi2,0.12,0.17812206902150174,0.20423499462433425,0.21,0.73,linear,2,False,0.2240084707736969
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,1.51,0.57,pi5,0.13,0.6994311876730137,0.7574060709503503,0.23,1.0,linear,2,False,0.2240084707736969
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.04,1.23,0.76,pi3,0.27,0.4868812865953198,0.5655586417784375,0.23,0.35,linear,2,False,0.2240084707736969
pi2,SVR(),0.01,0.3,0.94,pi4,2.33,-1.3944072235277045,0.9865088638258449,0.33,0.3,rbf,3,False,0.3252723217010498
pi4,"SVR(C=10, epsilon=1)",0.0,0.32,0.99,pi2,1.12,-0.1345086485966691,0.9386010417427554,0.33,0.44,rbf,3,False,0.3252723217010498
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.31,0.94,pi4,0.0,0.9392284889554865,0.9856095896751579,0.33,0.3,linear,3,False,0.3252723217010498
pi4,SVR(kernel='linear'),0.02,0.87,0.99,pi2,0.08,0.9052349447129124,0.938425704029988,0.33,0.44,linear,3,False,0.3252723217010498
