model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.02,0.7,0.99,pi4,0.1,0.8851866962060183,0.9585527582239249,0.09,0.56,rbf,1,False,0.09431734681129456
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.76,0.96,pi2,0.02,0.9410654200537765,0.9894968557904921,0.09,0.86,rbf,1,False,0.09431734681129456
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,4.78,0.99,pi4,0.08,0.9081264950675834,0.9159023197245659,0.09,0.56,linear,1,False,0.09431734681129456
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.01,5.28,0.92,pi2,0.05,0.969689017098049,0.9868450255028008,0.09,0.86,linear,1,False,0.09431734681129456
pi2,"SVR(C=10, epsilon=5)",0.01,0.68,0.35,pi4,0.23,0.11783726334227318,0.3476106623623674,0.2,0.45,rbf,2,False,0.1986093819141388
pi4,"SVR(C=10, epsilon=2)",0.02,0.8,0.35,pi2,0.65,-0.3038719935642151,0.3500662207873243,0.2,0.74,rbf,2,False,0.1986093819141388
pi3,"SVR(C=10, epsilon=2)",0.01,0.68,0.63,pi5,1.0,-0.3704984871040411,0.333776935011343,0.2,0.97,rbf,2,False,0.1986093819141388
pi5,"SVR(C=10, epsilon=2)",0.0,0.5,0.33,pi3,0.3,0.038302549469960145,0.626481148973592,0.2,0.48,rbf,2,False,0.1986093819141388
pi2,"SVR(C=0.1, epsilon=5, kernel='linear')",0.0,1.23,0.21,pi4,0.32,-0.11431112182375958,-0.014243896333075101,0.2,0.45,linear,2,False,0.1986093819141388
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.01,0.9,-0.01,pi2,0.09,0.07095759297786142,0.20969272596037536,0.2,0.74,linear,2,False,0.1986093819141388
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.0,1.59,0.45,pi5,0.2,0.2503855280010404,0.23442175921030461,0.2,0.97,linear,2,False,0.1986093819141388
pi5,"SVR(C=0.01, kernel='linear')",0.01,1.05,0.23,pi3,0.18,0.4157197763366449,0.4542859528969083,0.2,0.48,linear,2,False,0.1986093819141388
pi2,SVR(C=10),0.01,0.29,0.95,pi4,2.68,-1.7339858543909474,0.9862342847048206,0.29,0.33,rbf,3,False,0.28568920493125916
pi4,SVR(C=10),0.01,0.3,0.99,pi2,0.89,0.10078624544020576,0.9469876110272737,0.29,0.47,rbf,3,False,0.28568920493125916
pi2,"SVR(C=0.01, kernel='linear')",0.0,0.38,0.95,pi4,0.01,0.934270544304274,0.9839255307004675,0.29,0.33,linear,3,False,0.28568920493125916
pi4,SVR(kernel='linear'),0.02,0.88,0.98,pi2,0.06,0.921717936218529,0.949195259810179,0.29,0.47,linear,3,False,0.28568920493125916
