model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.33,0.99,pi3,0.05,0.9412237875474588,0.9832741985013953,0.03,0.76,rbf,1,True,0.0700562596321106
pi3,SVR(),0.01,0.27,0.98,pi2,0.04,0.9449709264077816,0.9931364395117096,0.03,0.62,rbf,1,True,0.0700562596321106
pi3,SVR(),0.01,0.27,0.98,pi4,0.08,0.9071437503684275,0.9528721331544622,0.07,0.34,rbf,1,True,0.0700562596321106
pi4,SVR(C=10),0.02,0.32,0.95,pi3,0.0,0.9491589888072692,0.9832741985013953,0.07,0.95,rbf,1,True,0.0700562596321106
pi2,SVR(kernel='linear'),0.01,0.29,0.99,pi3,0.04,0.948895453867311,0.9489654555542094,0.03,0.76,linear,1,True,0.0700562596321106
pi3,SVR(kernel='linear'),0.01,0.26,0.95,pi2,0.04,0.9891289213360733,0.9896228251662934,0.03,0.62,linear,1,True,0.0700562596321106
pi3,SVR(kernel='linear'),0.01,0.26,0.95,pi4,0.03,0.9163432907166128,0.9054907035801344,0.07,0.34,linear,1,True,0.0700562596321106
pi4,SVR(kernel='linear'),0.01,0.32,0.91,pi3,0.04,0.9434030935937974,0.9489654555542094,0.07,0.95,linear,1,True,0.0700562596321106
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.38,0.32,pi3,0.11,0.42400228082870384,0.6380078939880851,0.03,0.34,rbf,2,True,0.04383201152086258
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.38,0.32,pi4,0.64,-0.3209475141257647,0.3949998964334066,0.04,0.26,rbf,2,True,0.04383201152086258
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.43,0.64,pi2,0.3,0.33304400285230606,0.31640339866434575,0.03,0.78,rbf,2,True,0.04383201152086258
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.43,0.64,pi5,0.14,0.4997247969498234,0.9011896604531764,0.04,0.79,rbf,2,True,0.04383201152086258
pi4,"SVR(C=10, epsilon=0.5)",0.02,0.49,0.39,pi2,0.76,-0.36577514916989395,0.31640339866434575,0.04,0.69,rbf,2,True,0.04383201152086258
pi5,SVR(),0.02,0.39,0.9,pi3,0.41,0.4918182980818101,0.6380078939880851,0.04,0.79,rbf,2,True,0.04383201152086258
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.44,0.23,pi3,0.2,0.43455443929518645,0.4681025202361937,0.03,0.34,linear,2,True,0.04383201152086258
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.44,0.23,pi4,0.42,-0.18335736674702208,-0.010417565736974055,0.04,0.26,linear,2,True,0.04383201152086258
pi3,SVR(kernel='linear'),0.02,0.42,0.47,pi2,0.24,0.2315227018403727,0.2322421992245458,0.03,0.78,linear,2,True,0.04383201152086258
pi3,SVR(kernel='linear'),0.02,0.42,0.47,pi5,0.3,0.7649711784058598,0.7844122892728107,0.04,0.79,linear,2,True,0.04383201152086258
pi4,SVR(kernel='linear'),0.02,0.55,-0.01,pi2,0.13,0.12226258891058484,0.2322421992245458,0.04,0.69,linear,2,True,0.04383201152086258
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.48,0.78,pi3,0.31,0.4737390916061348,0.4681025202361937,0.04,0.79,linear,2,True,0.04383201152086258
pi2,SVR(C=10),0.01,0.25,0.96,pi4,0.02,0.9830249518195876,0.9876627015705691,0.02,0.99,rbf,3,True,0.025175809860229492
pi4,SVR(C=10),0.01,0.18,0.99,pi2,0.03,0.9586953472308688,0.9619416107177152,0.02,0.82,rbf,3,True,0.025175809860229492
pi2,"SVR(C=10, kernel='linear')",0.01,0.17,0.96,pi4,0.02,0.983950870450312,0.9843778855281876,0.02,0.99,linear,3,True,0.025175809860229492
pi4,"SVR(C=10, kernel='linear')",0.02,0.22,0.98,pi2,0.02,0.961094934915883,0.961252980946673,0.02,0.82,linear,3,True,0.025175809860229492
