model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.37,0.99,pi3,0.06,0.9325657975159727,0.982434426097457,0.02,0.77,rbf,1,True,0.05750691890716553
pi3,SVR(),0.02,0.36,0.98,pi2,0.04,0.9427507899771012,0.9912526699124597,0.02,0.64,rbf,1,True,0.05750691890716553
pi2,SVR(kernel='linear'),0.01,0.31,0.99,pi3,0.04,0.9462615049533735,0.9465486244817052,0.02,0.77,linear,1,True,0.05750691890716553
pi3,"SVR(C=10, kernel='linear')",0.02,0.29,0.95,pi2,0.04,0.987348342754829,0.9881235365674288,0.02,0.64,linear,1,True,0.05750691890716553
pi2,SVR(),0.01,0.26,0.82,pi3,0.39,0.43551415828244266,0.7394837330509237,0.03,0.34,rbf,2,True,0.03733015060424805
pi3,SVR(),0.02,0.34,0.74,pi2,0.37,0.37147321949383405,0.8249380957004565,0.03,0.84,rbf,2,True,0.03733015060424805
pi3,SVR(),0.02,0.34,0.74,pi5,0.06,0.6814171800860952,0.9171237464608331,0.03,0.81,rbf,2,True,0.03733015060424805
pi5,SVR(),0.02,0.31,0.92,pi3,0.25,0.6635234958651074,0.7394837330509237,0.03,0.87,rbf,2,True,0.03733015060424805
pi2,SVR(kernel='linear'),0.01,0.25,0.79,pi3,0.33,0.46097683463423034,0.6503114741430316,0.03,0.34,linear,2,True,0.03733015060424805
pi3,SVR(kernel='linear'),0.01,0.36,0.65,pi2,0.31,0.3427363587094049,0.7861994932903924,0.03,0.84,linear,2,True,0.03733015060424805
pi3,SVR(kernel='linear'),0.01,0.36,0.65,pi5,0.08,0.7282391414430909,0.7999454317779371,0.03,0.81,linear,2,True,0.03733015060424805
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.35,0.8,pi3,0.24,0.5603955680508733,0.6503114741430316,0.03,0.87,linear,2,True,0.03733015060424805
pi2,SVR(),0.01,0.23,0.96,pi4,0.02,0.9715568355057912,0.987939361514234,0.01,0.96,rbf,3,True,0.017387866973876953
pi4,SVR(C=10),0.01,0.18,0.99,pi2,0.03,0.9557829030748834,0.9553096722392403,0.01,0.81,rbf,3,True,0.017387866973876953
pi2,SVR(kernel='linear'),0.0,0.15,0.96,pi4,0.03,0.9845073657711979,0.9842055025060807,0.01,0.96,linear,3,True,0.017387866973876953
pi4,"SVR(C=0.1, kernel='linear')",0.0,0.17,0.98,pi2,0.03,0.9583463553487638,0.957795163915039,0.01,0.81,linear,3,True,0.017387866973876953
