model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.61,0.99,pi3,0.07,0.9194142031439887,0.9798630308313129,0.04,0.68,rbf,1,True,0.044657389322916664
pi3,SVR(),0.04,0.75,0.98,pi2,0.05,0.9295733525361416,0.9896598968425998,0.04,0.59,rbf,1,True,0.044657389322916664
pi3,SVR(),0.04,0.75,0.98,pi4,0.08,0.9008753971437053,0.9630362629967064,0.03,0.32,rbf,1,True,0.044657389322916664
pi4,SVR(C=10),0.05,0.68,0.96,pi3,0.02,0.9449054608019991,0.9798630308313129,0.03,0.93,rbf,1,True,0.044657389322916664
pi2,"SVR(C=0.1, kernel='linear')",0.02,0.51,0.99,pi3,0.06,0.9233394553553899,0.923061709174751,0.04,0.68,linear,1,True,0.044657389322916664
pi3,SVR(kernel='linear'),0.03,0.65,0.92,pi2,0.06,0.9827011526781623,0.986818229536107,0.04,0.59,linear,1,True,0.044657389322916664
pi3,SVR(kernel='linear'),0.03,0.65,0.92,pi4,0.05,0.8742041855347965,0.8682074266016193,0.03,0.32,linear,1,True,0.044657389322916664
pi4,SVR(kernel='linear'),0.03,0.69,0.87,pi3,0.05,0.9164744781240555,0.923061709174751,0.03,0.93,linear,1,True,0.044657389322916664
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.72,0.33,pi3,0.11,0.4387838656816233,0.6647340761792101,0.03,0.3,rbf,2,True,0.03471453984578451
pi3,"SVR(C=1, epsilon=0.5)",0.02,0.9,0.66,pi2,0.38,0.2866695288423685,0.33069854599367643,0.03,0.74,rbf,2,True,0.03471453984578451
pi3,"SVR(C=1, epsilon=0.5)",0.02,0.9,0.66,pi5,0.67,-0.0007124844831418731,0.3778877331666106,0.04,0.76,rbf,2,True,0.03471453984578451
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.82,0.38,pi3,0.06,0.3174004241491035,0.6647340761792101,0.04,0.75,rbf,2,True,0.03471453984578451
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.03,0.95,0.24,pi3,0.2,0.4442861767563697,0.49740475582364263,0.03,0.3,linear,2,True,0.03471453984578451
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.99,0.5,pi2,0.29,0.209402554298331,0.24091852784671008,0.03,0.74,linear,2,True,0.03471453984578451
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.99,0.5,pi5,0.27,0.23231522861620857,0.2644922491284887,0.04,0.76,linear,2,True,0.03471453984578451
pi5,"SVR(C=0.01, kernel='linear')",0.02,1.37,0.26,pi3,0.22,0.48627867018049764,0.49740475582364263,0.04,0.75,linear,2,True,0.03471453984578451
pi2,SVR(C=10),0.02,0.51,0.95,pi4,0.03,0.9836436566721065,0.9883134328061567,0.02,0.95,rbf,3,True,0.018220484256744385
pi4,SVR(C=10),0.02,0.41,0.99,pi2,0.04,0.9500088746234725,0.9532252740851695,0.02,0.74,rbf,3,True,0.018220484256744385
pi2,SVR(kernel='linear'),0.01,0.37,0.95,pi4,0.03,0.9825541287058077,0.9841347379059124,0.02,0.95,linear,3,True,0.018220484256744385
pi4,SVR(kernel='linear'),0.01,0.39,0.98,pi2,0.03,0.9541630312541547,0.9540747664404433,0.02,0.74,linear,3,True,0.018220484256744385
