model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.05,0.65,0.99,pi3,0.07,0.9172536398617659,0.9813684925755038,0.04,0.68,rbf,1,True,0.04647270838419596
pi3,SVR(C=10),0.07,0.8,0.98,pi2,0.04,0.9385762646837059,0.9913698492961122,0.04,0.6,rbf,1,True,0.04647270838419596
pi3,SVR(C=10),0.07,0.8,0.98,pi4,0.06,0.9229378999780742,0.9596900184406816,0.03,0.3,rbf,1,True,0.04647270838419596
pi4,SVR(),0.04,0.69,0.96,pi3,0.0,0.9551633075980089,0.9813684925755038,0.03,0.93,rbf,1,True,0.04647270838419596
pi2,SVR(kernel='linear'),0.02,0.57,0.99,pi3,0.06,0.9275293708144245,0.9275827719893228,0.04,0.68,linear,1,True,0.04647270838419596
pi3,SVR(kernel='linear'),0.04,0.78,0.93,pi2,0.06,0.9850340078425227,0.9888048463062261,0.04,0.6,linear,1,True,0.04647270838419596
pi3,SVR(kernel='linear'),0.04,0.78,0.93,pi4,0.01,0.9160903709560368,0.909860186156856,0.03,0.3,linear,1,True,0.04647270838419596
pi4,"SVR(C=10, kernel='linear')",0.06,0.69,0.91,pi3,0.01,0.9195176437526389,0.9275827719893228,0.03,0.93,linear,1,True,0.04647270838419596
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.74,0.33,pi3,0.1,0.4299270067699589,0.6478828718474584,0.03,0.31,rbf,2,True,0.034041523933410645
pi3,"SVR(C=10, epsilon=0.5)",0.03,0.92,0.65,pi2,0.36,0.29126484830846955,0.32652285925810653,0.03,0.72,rbf,2,True,0.034041523933410645
pi3,"SVR(C=10, epsilon=0.5)",0.03,0.92,0.65,pi5,0.75,-0.09879159003410765,0.29581196486692996,0.03,0.76,rbf,2,True,0.034041523933410645
pi5,"SVR(C=1, epsilon=0.5)",0.01,0.82,0.3,pi3,0.14,0.43527038690353637,0.6478828718474584,0.03,0.75,rbf,2,True,0.034041523933410645
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,1.13,0.25,pi3,0.18,0.4322010229997948,0.4803102598461467,0.03,0.31,linear,2,True,0.034041523933410645
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,1.03,0.48,pi2,0.28,0.20020763136625097,0.2509954696292651,0.03,0.72,linear,2,True,0.034041523933410645
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,1.03,0.48,pi5,0.27,0.21360091944741666,0.26004045099581785,0.03,0.76,linear,2,True,0.034041523933410645
pi5,"SVR(C=0.01, kernel='linear')",0.02,1.29,0.26,pi3,0.23,0.4886157236073224,0.4803102598461467,0.03,0.75,linear,2,True,0.034041523933410645
pi2,SVR(),0.03,0.47,0.96,pi4,0.02,0.9768147769296025,0.9872017477210262,0.02,0.95,rbf,3,True,0.019140124320983887
pi4,SVR(C=10),0.02,0.39,0.99,pi2,0.04,0.9521485386612988,0.956503732440199,0.02,0.73,rbf,3,True,0.019140124320983887
pi2,"SVR(C=10, kernel='linear')",0.02,0.36,0.96,pi4,0.03,0.9832436694342777,0.9836145031780461,0.02,0.95,linear,3,True,0.019140124320983887
pi4,SVR(kernel='linear'),0.01,0.41,0.98,pi2,0.03,0.9569743607385724,0.9579717348070044,0.02,0.73,linear,3,True,0.019140124320983887
