model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.65,0.99,pi3,0.07,0.9171470978998736,0.9823191006583218,0.03,0.72,rbf,1,True,0.04096090793609619
pi3,SVR(C=10),0.07,0.74,0.98,pi2,0.05,0.9305064690693784,0.9908266531097764,0.03,0.58,rbf,1,True,0.04096090793609619
pi2,"SVR(C=10, kernel='linear')",0.05,0.57,0.99,pi3,0.06,0.9306337620714475,0.9294726727398813,0.03,0.72,linear,1,True,0.04096090793609619
pi3,"SVR(C=10, kernel='linear')",0.07,0.74,0.93,pi2,0.05,0.9811410722505604,0.9876973108642062,0.03,0.58,linear,1,True,0.04096090793609619
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.73,0.32,pi3,0.12,0.43765550092484073,0.6557810219608122,0.03,0.32,rbf,2,True,0.036678055922190346
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.93,0.66,pi2,0.55,0.10162868934645652,0.31769346035183754,0.03,0.73,rbf,2,True,0.036678055922190346
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.93,0.66,pi5,1.09,-0.4380304334128453,0.44447014202708046,0.04,0.73,rbf,2,True,0.036678055922190346
pi5,"SVR(C=10, epsilon=0.5)",0.02,0.81,0.44,pi3,0.08,0.36486384299277386,0.6557810219608122,0.04,0.76,rbf,2,True,0.036678055922190346
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,1.01,0.25,pi3,0.2,0.4465333269812557,0.5019673240580089,0.03,0.32,linear,2,True,0.036678055922190346
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.97,0.5,pi2,0.3,0.19960532076975446,0.2491586284763868,0.03,0.73,linear,2,True,0.036678055922190346
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.97,0.5,pi5,0.18,0.3182223122898231,0.33054039845465155,0.04,0.73,linear,2,True,0.036678055922190346
pi5,SVR(kernel='linear'),0.03,1.09,0.33,pi3,0.18,0.508166280645735,0.5019673240580089,0.04,0.76,linear,2,True,0.036678055922190346
pi2,SVR(C=10),0.03,0.49,0.95,pi4,0.03,0.9830969700171074,0.9882682067221473,0.01,0.94,rbf,3,True,0.012991368770599365
pi4,SVR(C=10),0.02,0.4,0.99,pi2,0.04,0.9466426167196563,0.9505451102215852,0.01,0.72,rbf,3,True,0.012991368770599365
pi2,"SVR(C=10, kernel='linear')",0.02,0.37,0.95,pi4,0.03,0.9823977721512032,0.9834895493500143,0.01,0.94,linear,3,True,0.012991368770599365
pi4,"SVR(C=10, kernel='linear')",0.02,0.38,0.98,pi2,0.03,0.9510092981319379,0.9520380589813694,0.01,0.72,linear,3,True,0.012991368770599365
