model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.33,0.99,pi3,0.08,0.915177633016724,0.9819279619940809,0.03,0.73,rbf,1,True,0.037771801153818764
pi3,SVR(),0.02,0.35,0.98,pi2,0.06,0.9195946361103471,0.9919868456105959,0.03,0.64,rbf,1,True,0.037771801153818764
pi3,SVR(),0.02,0.35,0.98,pi4,0.11,0.8716499962933554,0.9639019163853387,0.03,0.35,rbf,1,True,0.037771801153818764
pi4,SVR(),0.02,0.31,0.96,pi3,0.02,0.9451088202733485,0.9819279619940809,0.03,0.96,rbf,1,True,0.037771801153818764
pi2,SVR(kernel='linear'),0.01,0.32,0.99,pi3,0.06,0.9290470263063841,0.9271939364435404,0.03,0.73,linear,1,True,0.037771801153818764
pi3,"SVR(C=10, kernel='linear')",0.03,0.33,0.93,pi2,0.06,0.9864481498809776,0.9883631787996208,0.03,0.64,linear,1,True,0.037771801153818764
pi3,"SVR(C=10, kernel='linear')",0.03,0.33,0.93,pi4,0.0,0.9277837742160823,0.9237145517874349,0.03,0.35,linear,1,True,0.037771801153818764
pi4,SVR(kernel='linear'),0.01,0.28,0.92,pi3,0.0,0.9227318820857049,0.9271939364435404,0.03,0.96,linear,1,True,0.037771801153818764
pi2,SVR(),0.01,0.28,0.83,pi3,0.34,0.4887697714502006,0.772771946360594,0.03,0.35,rbf,2,True,0.04369064172108968
pi3,SVR(),0.03,0.41,0.77,pi2,0.52,0.2502376623336372,0.8303817965890314,0.03,0.84,rbf,2,True,0.04369064172108968
pi3,SVR(),0.03,0.41,0.77,pi5,0.66,0.11545595588532964,0.40986023903878777,0.04,0.78,rbf,2,True,0.04369064172108968
pi5,SVR(),0.01,0.32,0.41,pi3,0.28,0.69292897717587,0.772771946360594,0.04,0.83,rbf,2,True,0.04369064172108968
pi2,SVR(kernel='linear'),0.01,0.22,0.75,pi3,0.27,0.4845966485107991,0.6482443883422817,0.03,0.35,linear,2,True,0.04369064172108968
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.35,0.65,pi2,0.5,0.15180856776340224,0.7543413964375547,0.03,0.84,linear,2,True,0.04369064172108968
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.35,0.65,pi5,0.31,0.3422174373129375,0.3617962370567641,0.04,0.78,linear,2,True,0.04369064172108968
pi5,SVR(kernel='linear'),0.01,0.36,0.36,pi3,0.27,0.631361906824343,0.6482443883422817,0.04,0.83,linear,2,True,0.04369064172108968
pi2,SVR(),0.01,0.24,0.97,pi4,0.02,0.9814764379092629,0.9879615937159347,0.02,0.99,rbf,3,True,0.016486763954162598
pi4,SVR(C=10),0.01,0.18,0.99,pi2,0.03,0.954305643836115,0.9654894718555319,0.02,0.78,rbf,3,True,0.016486763954162598
pi2,SVR(kernel='linear'),0.0,0.17,0.97,pi4,0.02,0.9848052985390994,0.9850913749534499,0.02,0.99,linear,3,True,0.016486763954162598
pi4,SVR(kernel='linear'),0.0,0.16,0.99,pi2,0.02,0.9642403928143467,0.9653027070434532,0.02,0.78,linear,3,True,0.016486763954162598
