model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.01,0.3,0.99,pi3,0.05,0.9433133724565832,0.9842451156564921,0.04,0.75,rbf,1,True,0.05991260210673014
pi3,SVR(),0.02,0.31,0.98,pi2,0.05,0.9376832971795047,0.9916202785393828,0.04,0.67,rbf,1,True,0.05991260210673014
pi2,SVR(kernel='linear'),0.01,0.26,0.99,pi3,0.04,0.9477426365032046,0.9512342872320155,0.04,0.75,linear,1,True,0.05991260210673014
pi3,SVR(kernel='linear'),0.01,0.28,0.95,pi2,0.03,0.9837700867246174,0.9887530903967682,0.04,0.67,linear,1,True,0.05991260210673014
pi2,SVR(C=10),0.02,0.27,0.84,pi3,0.46,0.3787880383736817,0.7146921352189977,0.03,0.32,rbf,2,True,0.038572231928507485
pi3,"SVR(C=1, epsilon=0.5)",0.0,0.4,0.71,pi2,0.95,-0.23904626222710523,0.8367717602739175,0.03,0.83,rbf,2,True,0.038572231928507485
pi3,"SVR(C=1, epsilon=0.5)",0.0,0.4,0.71,pi5,0.76,-0.046827467167786185,0.2408668700816664,0.04,0.82,rbf,2,True,0.038572231928507485
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.4,0.24,pi3,0.02,0.26478303017810134,0.7146921352189977,0.04,0.84,rbf,2,True,0.038572231928507485
pi2,SVR(kernel='linear'),0.01,0.38,0.78,pi3,0.36,0.41750145886325585,0.6007921014735924,0.03,0.32,linear,2,True,0.038572231928507485
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.36,0.6,pi2,0.67,-0.06859745751315294,0.7824121583545818,0.03,0.83,linear,2,True,0.038572231928507485
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.36,0.6,pi5,0.53,0.06908861194175298,0.17446037493272337,0.04,0.82,linear,2,True,0.038572231928507485
pi5,"SVR(C=0.01, kernel='linear')",0.01,0.41,0.17,pi3,0.35,0.524012397277354,0.6007921014735924,0.04,0.84,linear,2,True,0.038572231928507485
