model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.34,0.99,pi3,0.07,0.922448217284222,0.9832961271111104,0.03,0.77,rbf,1,True,0.03781938552856445
pi3,SVR(C=0.1),0.03,0.38,0.98,pi2,0.06,0.9271510234832051,0.9915066813197937,0.03,0.64,rbf,1,True,0.03781938552856445
pi3,SVR(C=0.1),0.03,0.38,0.98,pi4,0.07,0.9086700393130644,0.9641856623942131,0.03,0.37,rbf,1,True,0.03781938552856445
pi4,SVR(),0.03,0.4,0.96,pi3,0.01,0.9526723938702015,0.9832961271111104,0.03,0.96,rbf,1,True,0.03781938552856445
pi2,SVR(kernel='linear'),0.01,0.3,0.99,pi3,0.05,0.9330129901194834,0.9328768027838208,0.03,0.77,linear,1,True,0.03781938552856445
pi3,"SVR(C=10, kernel='linear')",0.04,0.43,0.93,pi2,0.05,0.987811366118106,0.9879764138414343,0.03,0.64,linear,1,True,0.03781938552856445
pi3,"SVR(C=10, kernel='linear')",0.04,0.43,0.93,pi4,0.01,0.9239595593383128,0.9156689105052446,0.03,0.37,linear,1,True,0.03781938552856445
pi4,SVR(kernel='linear'),0.01,0.35,0.92,pi3,0.01,0.9255353290704909,0.9328768027838208,0.03,0.96,linear,1,True,0.03781938552856445
pi2,"SVR(C=10, epsilon=1)",0.01,0.38,0.35,pi3,0.04,0.3839988693384776,0.5660669727812605,0.03,0.34,rbf,2,True,0.03813795248667399
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.38,0.57,pi2,0.22,0.34824180420301953,0.34838170271466995,0.03,0.78,rbf,2,True,0.03813795248667399
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.38,0.57,pi5,0.03,0.5335469547569791,0.9254032275812766,0.03,0.81,rbf,2,True,0.03813795248667399
pi5,SVR(),0.01,0.3,0.93,pi3,0.54,0.38997677055797153,0.5660669727812605,0.03,0.88,rbf,2,True,0.03813795248667399
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.4,0.23,pi3,0.19,0.42041220932769274,0.4458738143800921,0.03,0.34,linear,2,True,0.03813795248667399
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.39,0.45,pi2,0.2,0.24349858756490783,0.23034396356699594,0.03,0.78,linear,2,True,0.03813795248667399
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.39,0.45,pi5,0.33,0.7715002895645031,0.8224965333846954,0.03,0.81,linear,2,True,0.03813795248667399
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.31,0.82,pi3,0.5,0.3256699791394001,0.4458738143800921,0.03,0.88,linear,2,True,0.03813795248667399
pi2,SVR(),0.01,0.24,0.97,pi4,0.01,0.9778689801508798,0.9887561406800488,0.03,0.93,rbf,3,True,0.02798539400100708
pi4,SVR(C=10),0.01,0.18,0.99,pi2,0.03,0.9600662104453926,0.9690690471286347,0.03,0.79,rbf,3,True,0.02798539400100708
pi2,"SVR(C=10, kernel='linear')",0.01,0.17,0.97,pi4,0.01,0.9838488454930631,0.9838329161092714,0.03,0.93,linear,3,True,0.02798539400100708
pi4,"SVR(C=0.1, kernel='linear')",0.0,0.19,0.98,pi2,0.02,0.9684111506229985,0.9689514173992458,0.03,0.79,linear,3,True,0.02798539400100708
