model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.3,0.99,pi3,0.04,0.9473513837815523,0.983732719736764,0.03,0.78,rbf,1,True,0.057665228843688965
pi3,SVR(),0.01,0.32,0.98,pi2,0.04,0.939839706385599,0.9918237481640868,0.03,0.74,rbf,1,True,0.057665228843688965
pi3,SVR(),0.01,0.32,0.98,pi4,0.08,0.8991059414414407,0.9561240508542053,0.06,0.31,rbf,1,True,0.057665228843688965
pi4,SVR(C=10),0.03,0.4,0.96,pi3,0.01,0.9444404009702057,0.983732719736764,0.06,0.93,rbf,1,True,0.057665228843688965
pi2,SVR(kernel='linear'),0.01,0.26,0.99,pi3,0.04,0.952416289123564,0.9523347086210621,0.03,0.78,linear,1,True,0.057665228843688965
pi3,"SVR(C=0.1, kernel='linear')",0.01,0.29,0.95,pi2,0.04,0.9885675393196199,0.9897525267317409,0.03,0.74,linear,1,True,0.057665228843688965
pi3,"SVR(C=0.1, kernel='linear')",0.01,0.29,0.95,pi4,0.04,0.9122558723339244,0.9060179016461414,0.06,0.31,linear,1,True,0.057665228843688965
pi4,"SVR(C=10, kernel='linear')",0.04,0.4,0.91,pi3,0.04,0.9488486839508827,0.9523347086210621,0.06,0.93,linear,1,True,0.057665228843688965
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.42,0.33,pi3,0.01,0.34534774177567984,0.7290854324045719,0.03,0.32,rbf,2,True,0.03287585576375326
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.45,0.73,pi2,0.43,0.30067411858941406,0.3333111942790278,0.03,0.82,rbf,2,True,0.03287585576375326
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.45,0.73,pi5,0.66,0.06909498360630262,0.4659936921970175,0.03,0.77,rbf,2,True,0.03287585576375326
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.43,0.47,pi3,0.08,0.3843124210259482,0.7290854324045719,0.03,0.94,rbf,2,True,0.03287585576375326
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.0,0.39,0.25,pi3,0.35,0.5918354869830397,0.6393600767926002,0.03,0.32,linear,2,True,0.03287585576375326
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.37,0.64,pi2,0.43,0.21336418608993812,0.24620974061106626,0.03,0.82,linear,2,True,0.03287585576375326
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.37,0.64,pi5,0.31,0.3314617525250594,0.36400064137151045,0.03,0.77,linear,2,True,0.03287585576375326
pi5,"SVR(C=0.1, kernel='linear')",0.01,0.42,0.36,pi3,0.26,0.628610469931713,0.6393600767926002,0.03,0.94,linear,2,True,0.03287585576375326
