model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.62,0.99,pi3,0.08,0.9141990965091151,0.9822074756649486,0.03,0.69,rbf,1,True,0.037218173344930015
pi3,SVR(C=10),0.06,0.75,0.98,pi2,0.04,0.9415996953522832,0.9907636601269966,0.03,0.57,rbf,1,True,0.037218173344930015
pi3,SVR(C=10),0.06,0.75,0.98,pi4,0.07,0.9132333736320154,0.9616609093714644,0.03,0.33,rbf,1,True,0.037218173344930015
pi4,SVR(C=10),0.05,0.71,0.96,pi3,0.02,0.9428835166445044,0.9822074756649486,0.03,0.92,rbf,1,True,0.037218173344930015
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.55,0.99,pi3,0.06,0.9297185204216151,0.9294689922234205,0.03,0.69,linear,1,True,0.037218173344930015
pi3,SVR(kernel='linear'),0.04,0.77,0.93,pi2,0.06,0.9853726565372786,0.987846863108111,0.03,0.57,linear,1,True,0.037218173344930015
pi3,SVR(kernel='linear'),0.04,0.77,0.93,pi4,0.02,0.911877371738948,0.9046713299089005,0.03,0.33,linear,1,True,0.037218173344930015
pi4,"SVR(C=10, kernel='linear')",0.07,0.76,0.9,pi3,0.01,0.918557280322662,0.9294689922234205,0.03,0.92,linear,1,True,0.037218173344930015
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.76,0.34,pi3,0.09,0.4229418188022611,0.6297682991637039,0.03,0.3,rbf,2,True,0.03871234258015951
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.93,0.63,pi2,0.55,0.07806240099701867,0.3378408585707813,0.03,0.74,rbf,2,True,0.03871234258015951
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.93,0.63,pi5,1.0,-0.3737974326360318,0.41014100913320395,0.04,0.73,rbf,2,True,0.03871234258015951
pi5,"SVR(C=10, epsilon=0.5)",0.03,0.85,0.41,pi3,0.22,0.18972805192571218,0.6297682991637039,0.04,0.75,rbf,2,True,0.03871234258015951
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.02,0.95,0.26,pi3,0.15,0.4135854078154818,0.47289348472291437,0.03,0.3,linear,2,True,0.03871234258015951
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.9,0.47,pi2,0.23,0.24406950228308855,0.259682696645942,0.03,0.74,linear,2,True,0.03871234258015951
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.9,0.47,pi5,0.24,0.2358688483087047,0.2449291606676237,0.04,0.73,linear,2,True,0.03871234258015951
pi5,"SVR(C=0.01, kernel='linear')",0.02,1.17,0.24,pi3,0.22,0.4625805839223266,0.47289348472291437,0.04,0.75,linear,2,True,0.03871234258015951
pi2,SVR(C=10),0.03,0.5,0.95,pi4,0.03,0.9836561290494747,0.9887445717832484,0.01,0.92,rbf,3,True,0.010110944509506226
pi4,SVR(C=10),0.02,0.41,0.99,pi2,0.04,0.9469803715828878,0.9514082478202616,0.01,0.71,rbf,3,True,0.010110944509506226
pi2,SVR(kernel='linear'),0.01,0.35,0.95,pi4,0.03,0.9838709465291966,0.9846056675635223,0.01,0.92,linear,3,True,0.010110944509506226
pi4,SVR(kernel='linear'),0.01,0.35,0.98,pi2,0.03,0.952470884569124,0.9525359243071908,0.01,0.71,linear,3,True,0.010110944509506226
