model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.33,0.99,pi3,0.07,0.9243018691334248,0.9816529355917005,0.03,0.77,rbf,1,True,0.05529061953226725
pi3,SVR(),0.01,0.28,0.98,pi2,0.05,0.92993705227935,0.9900994122181296,0.03,0.68,rbf,1,True,0.05529061953226725
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.25,0.99,pi3,0.05,0.938057814614172,0.9396480771862828,0.03,0.77,linear,1,True,0.05529061953226725
pi3,"SVR(C=10, kernel='linear')",0.02,0.28,0.94,pi2,0.05,0.9858105750713215,0.9874227588852293,0.03,0.68,linear,1,True,0.05529061953226725
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.37,0.3,pi3,0.06,0.24471894530481597,0.8046345635641273,0.03,0.37,rbf,2,True,0.03910934925079346
pi3,SVR(C=10),0.03,0.33,0.8,pi2,0.68,0.12402243787444311,0.30018929762571356,0.03,0.77,rbf,2,True,0.03910934925079346
pi3,SVR(C=10),0.03,0.33,0.8,pi5,0.68,0.12388260791159511,0.28061045603578993,0.02,0.83,rbf,2,True,0.03910934925079346
pi5,"SVR(C=1, epsilon=0.5)",0.0,0.32,0.28,pi3,0.16,0.43694112122342355,0.8046345635641273,0.02,0.94,rbf,2,True,0.03910934925079346
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.38,0.24,pi3,0.47,0.7069559593648219,0.7094484340463534,0.03,0.37,linear,2,True,0.03910934925079346
pi3,SVR(kernel='linear'),0.01,0.33,0.71,pi2,0.47,0.23499029826855244,0.24017661969193604,0.03,0.77,linear,2,True,0.03910934925079346
pi3,SVR(kernel='linear'),0.01,0.33,0.71,pi5,0.52,0.19377495127684918,0.20393499547441307,0.02,0.83,linear,2,True,0.03910934925079346
pi5,"SVR(C=0.01, kernel='linear')",0.01,0.33,0.2,pi3,0.49,0.6913857285074474,0.7094484340463534,0.02,0.94,linear,2,True,0.03910934925079346
pi2,SVR(C=10),0.01,0.23,0.96,pi4,0.02,0.9756540651521761,0.9882075375472151,0.01,0.96,rbf,3,True,0.014385253190994263
pi4,SVR(C=10),0.01,0.23,0.99,pi2,0.03,0.9541263545716928,0.956445294222225,0.01,0.76,rbf,3,True,0.014385253190994263
pi2,"SVR(C=10, kernel='linear')",0.01,0.26,0.96,pi4,0.03,0.9853169772194914,0.9856492398710822,0.01,0.96,linear,3,True,0.014385253190994263
pi4,SVR(kernel='linear'),0.0,0.21,0.99,pi2,0.03,0.9556024301261801,0.9554020213185163,0.01,0.76,linear,3,True,0.014385253190994263
