model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.35,0.99,pi3,0.07,0.9258835440837585,0.9836100805430524,0.03,0.76,rbf,1,True,0.045417606830596924
pi3,SVR(),0.02,0.37,0.98,pi2,0.05,0.9299653957492414,0.9921003726744284,0.03,0.73,rbf,1,True,0.045417606830596924
pi3,SVR(),0.02,0.37,0.98,pi4,0.12,0.8622301222249085,0.9630047522336338,0.04,0.34,rbf,1,True,0.045417606830596924
pi4,SVR(C=10),0.03,0.35,0.96,pi3,0.03,0.9348672389779107,0.9836100805430524,0.04,0.95,rbf,1,True,0.045417606830596924
pi2,SVR(kernel='linear'),0.01,0.29,0.99,pi3,0.05,0.9337767207499555,0.9335256864150362,0.03,0.76,linear,1,True,0.045417606830596924
pi3,"SVR(C=0.1, kernel='linear')",0.01,0.33,0.93,pi2,0.05,0.9864736836537068,0.9885107944715772,0.03,0.73,linear,1,True,0.045417606830596924
pi3,"SVR(C=0.1, kernel='linear')",0.01,0.33,0.93,pi4,0.0,0.9285412404941726,0.9255523898182078,0.04,0.34,linear,1,True,0.045417606830596924
pi4,"SVR(C=10, kernel='linear')",0.03,0.32,0.93,pi3,0.01,0.9314236019637441,0.9335256864150362,0.04,0.95,linear,1,True,0.045417606830596924
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.39,0.32,pi3,0.0,0.31880080589984905,0.5906124385959657,0.02,0.35,rbf,2,True,0.037159244219462075
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.4,0.59,pi2,0.3,0.2954253184071929,0.32290553100985586,0.02,0.77,rbf,2,True,0.037159244219462075
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.4,0.59,pi5,0.07,0.5210218114453968,0.9030370131320425,0.03,0.84,rbf,2,True,0.037159244219462075
pi5,SVR(),0.01,0.28,0.9,pi3,0.47,0.4347789281270932,0.5906124385959657,0.03,0.83,rbf,2,True,0.037159244219462075
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.42,0.24,pi3,0.19,0.425080180359783,0.440687354379681,0.02,0.35,linear,2,True,0.037159244219462075
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.43,0.44,pi2,0.2,0.2387240264301277,0.23931329174529836,0.02,0.77,linear,2,True,0.037159244219462075
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.43,0.44,pi5,0.35,0.7923150454155587,0.80167472615643,0.03,0.84,linear,2,True,0.037159244219462075
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.0,0.4,0.8,pi3,0.47,0.3336310148821543,0.440687354379681,0.03,0.83,linear,2,True,0.037159244219462075
pi2,SVR(C=10),0.01,0.23,0.97,pi4,0.02,0.9818759727102667,0.9878106553610807,0.02,0.98,rbf,3,True,0.030237793922424316
pi4,SVR(),0.0,0.17,0.99,pi2,0.03,0.9591896939227369,0.9658674100497604,0.02,0.8,rbf,3,True,0.030237793922424316
pi2,"SVR(C=10, kernel='linear')",0.01,0.16,0.96,pi4,0.02,0.9836411959161463,0.9838385501868363,0.02,0.98,linear,3,True,0.030237793922424316
pi4,SVR(kernel='linear'),0.0,0.2,0.98,pi2,0.02,0.9634943617321843,0.9637534117257179,0.02,0.8,linear,3,True,0.030237793922424316
