model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.32,0.99,pi3,0.08,0.9143414625789912,0.9789109906065279,0.04,0.76,rbf,1,True,0.051233152548472084
pi3,SVR(),0.03,0.38,0.98,pi2,0.06,0.9156585262136342,0.990623794248072,0.04,0.7,rbf,1,True,0.051233152548472084
pi3,SVR(),0.03,0.38,0.98,pi4,0.13,0.8511701479666188,0.9602293438951347,0.04,0.31,rbf,1,True,0.051233152548472084
pi4,SVR(C=10),0.02,0.33,0.96,pi3,0.02,0.9434217900889128,0.9789109906065279,0.04,0.97,rbf,1,True,0.051233152548472084
pi2,SVR(kernel='linear'),0.01,0.28,0.99,pi3,0.06,0.9240007723713909,0.9239038360530462,0.04,0.76,linear,1,True,0.051233152548472084
pi3,SVR(kernel='linear'),0.02,0.32,0.92,pi2,0.06,0.9872305342986688,0.987759945818841,0.04,0.7,linear,1,True,0.051233152548472084
pi3,SVR(kernel='linear'),0.02,0.32,0.92,pi4,0.0,0.9190669499124682,0.9102988611953688,0.04,0.31,linear,1,True,0.051233152548472084
pi4,SVR(kernel='linear'),0.01,0.33,0.91,pi3,0.01,0.9155139195357277,0.9239038360530462,0.04,0.97,linear,1,True,0.051233152548472084
pi2,SVR(),0.02,0.3,0.85,pi3,0.5,0.3501604411039554,0.6380409780317622,0.03,0.33,rbf,2,True,0.04185140132904053
pi3,"SVR(C=1, epsilon=0.5)",0.0,0.42,0.64,pi2,0.64,0.0013093506311241399,0.8473589481732423,0.03,0.81,rbf,2,True,0.04185140132904053
pi3,"SVR(C=1, epsilon=0.5)",0.0,0.42,0.64,pi5,0.58,0.05450612483920936,0.29623795363322747,0.04,0.8,rbf,2,True,0.04185140132904053
pi5,SVR(),0.02,0.4,0.3,pi3,0.25,0.5506306521047297,0.6380409780317622,0.04,0.93,rbf,2,True,0.04185140132904053
pi2,SVR(kernel='linear'),0.01,0.25,0.78,pi3,0.43,0.34762693068628336,0.5202376514920874,0.03,0.33,linear,2,True,0.04185140132904053
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.42,0.52,pi2,0.58,-0.059157806059782825,0.7796649600787924,0.03,0.81,linear,2,True,0.04185140132904053
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.42,0.52,pi5,0.31,0.20702278248942618,0.2583634345225928,0.04,0.8,linear,2,True,0.04185140132904053
pi5,"SVR(C=0.1, kernel='linear')",0.01,0.6,0.26,pi3,0.26,0.5144918348965859,0.5202376514920874,0.04,0.93,linear,2,True,0.04185140132904053
pi2,SVR(C=10),0.01,0.24,0.96,pi4,0.02,0.9788675987921435,0.9880223126003473,0.01,0.97,rbf,3,True,0.019203275442123413
pi4,SVR(C=10),0.01,0.17,0.99,pi2,0.04,0.9525509729413162,0.961682659068336,0.01,0.8,rbf,3,True,0.019203275442123413
pi2,SVR(kernel='linear'),0.0,0.15,0.96,pi4,0.02,0.9834266858158244,0.9845594172258774,0.01,0.97,linear,3,True,0.019203275442123413
pi4,SVR(kernel='linear'),0.0,0.16,0.98,pi2,0.02,0.9607775101128887,0.9600577899701958,0.01,0.8,linear,3,True,0.019203275442123413
