model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.54,0.99,pi3,0.08,0.9153270974327412,0.9827395866536501,0.03,0.69,rbf,1,True,0.040361364682515465
pi3,SVR(C=10),0.06,0.65,0.98,pi2,0.06,0.9272193181239335,0.9903996890390497,0.03,0.59,rbf,1,True,0.040361364682515465
pi3,SVR(C=10),0.06,0.65,0.98,pi4,0.11,0.8734650814611523,0.9583971272483455,0.03,0.33,rbf,1,True,0.040361364682515465
pi4,SVR(C=10),0.06,0.61,0.96,pi3,0.03,0.9318367042692133,0.9827395866536501,0.03,0.91,rbf,1,True,0.040361364682515465
pi2,"SVR(C=10, kernel='linear')",0.04,0.53,0.99,pi3,0.06,0.9293458239281389,0.9298704654227732,0.03,0.69,linear,1,True,0.040361364682515465
pi3,SVR(kernel='linear'),0.03,0.58,0.93,pi2,0.05,0.983375545897162,0.986155905510254,0.03,0.59,linear,1,True,0.040361364682515465
pi3,SVR(kernel='linear'),0.03,0.58,0.93,pi4,0.07,0.8638567758751727,0.8597166588615044,0.03,0.33,linear,1,True,0.040361364682515465
pi4,SVR(kernel='linear'),0.02,0.66,0.86,pi3,0.06,0.9229761291373556,0.9298704654227732,0.03,0.91,linear,1,True,0.040361364682515465
pi2,"SVR(C=0.1, epsilon=0.5)",0.01,0.68,0.33,pi3,0.08,0.4093963178609683,0.633860770268426,0.02,0.32,rbf,2,True,0.03709914286931356
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.88,0.63,pi2,0.41,0.2267720656870552,0.32832099638453605,0.02,0.73,rbf,2,True,0.03709914286931356
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.88,0.63,pi5,0.81,-0.17755710081786535,0.4328246744934767,0.03,0.75,rbf,2,True,0.03709914286931356
pi5,SVR(),0.07,0.66,0.43,pi3,0.08,0.5145405886655492,0.633860770268426,0.03,0.74,rbf,2,True,0.03709914286931356
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.79,0.23,pi3,0.21,0.44452310763464464,0.503250691552747,0.02,0.32,linear,2,True,0.03709914286931356
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.84,0.5,pi2,0.31,0.19641478469777152,0.23469821704654537,0.02,0.73,linear,2,True,0.03709914286931356
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.84,0.5,pi5,0.17,0.3346394394245594,0.3680287444542606,0.03,0.75,linear,2,True,0.03709914286931356
pi5,SVR(kernel='linear'),0.03,1.13,0.37,pi3,0.14,0.5107976375443032,0.503250691552747,0.03,0.74,linear,2,True,0.03709914286931356
pi2,SVR(C=10),0.02,0.45,0.95,pi4,0.03,0.9836406049418327,0.9878957625422887,0.01,0.91,rbf,3,True,0.010499179363250732
pi4,SVR(C=10),0.02,0.36,0.99,pi2,0.04,0.9480073539169673,0.9508472610680946,0.01,0.73,rbf,3,True,0.010499179363250732
pi2,"SVR(C=10, kernel='linear')",0.01,0.31,0.95,pi4,0.03,0.9839639057826908,0.9838857488155484,0.01,0.91,linear,3,True,0.010499179363250732
pi4,SVR(kernel='linear'),0.01,0.26,0.98,pi2,0.03,0.9518255738771183,0.9521090553742881,0.01,0.73,linear,3,True,0.010499179363250732
