model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.61,0.99,pi3,0.08,0.9110892897298305,0.9818989630199455,0.04,0.69,rbf,1,True,0.043704887231191
pi3,SVR(C=10),0.07,0.81,0.98,pi2,0.05,0.9327296064090952,0.988528022537668,0.04,0.56,rbf,1,True,0.043704887231191
pi3,SVR(C=10),0.07,0.81,0.98,pi4,0.06,0.9218719960463871,0.961833018975697,0.03,0.3,rbf,1,True,0.043704887231191
pi4,SVR(),0.04,0.69,0.96,pi3,0.0,0.9590501817561141,0.9818989630199455,0.03,0.93,rbf,1,True,0.043704887231191
pi2,"SVR(C=0.1, kernel='linear')",0.02,0.59,0.99,pi3,0.05,0.9333112268421936,0.9343434791214327,0.04,0.69,linear,1,True,0.043704887231191
pi3,SVR(kernel='linear'),0.04,0.66,0.93,pi2,0.05,0.9813351244890003,0.9852088329096235,0.04,0.56,linear,1,True,0.043704887231191
pi3,SVR(kernel='linear'),0.04,0.66,0.93,pi4,0.0,0.9301682294995437,0.9254781597882845,0.03,0.3,linear,1,True,0.043704887231191
pi4,"SVR(C=10, kernel='linear')",0.07,0.79,0.93,pi3,0.0,0.9266947351856907,0.9343434791214327,0.03,0.93,linear,1,True,0.043704887231191
pi2,"SVR(C=0.1, epsilon=0.5)",0.01,0.71,0.3,pi3,0.1,0.4070301608536804,0.6806695687745299,0.03,0.31,rbf,2,True,0.04195996125539144
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.91,0.68,pi2,0.62,0.060790447565219674,0.30310296872703457,0.03,0.73,rbf,2,True,0.04195996125539144
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.87,0.26,pi3,0.2,0.4573877460646145,0.5089575834275559,0.03,0.31,linear,2,True,0.04195996125539144
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.97,0.51,pi2,0.31,0.20354591200227712,0.2573509084440234,0.03,0.73,linear,2,True,0.04195996125539144
pi2,SVR(),0.03,0.49,0.95,pi4,0.03,0.9812429488271743,0.989011091916014,0.01,0.92,rbf,3,True,0.013316035270690918
pi4,SVR(C=10),0.02,0.41,0.99,pi2,0.04,0.9500559433100344,0.9523870641398603,0.01,0.74,rbf,3,True,0.013316035270690918
pi2,"SVR(C=10, kernel='linear')",0.02,0.37,0.95,pi4,0.03,0.9848623783764782,0.9847396644091101,0.01,0.92,linear,3,True,0.013316035270690918
pi4,"SVR(C=10, kernel='linear')",0.02,0.36,0.98,pi2,0.03,0.9533152704076112,0.9536256669896415,0.01,0.74,linear,3,True,0.013316035270690918
