model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.59,0.98,pi3,0.07,0.908930535169119,0.9819022786115603,0.04,0.72,rbf,1,True,0.045274813969930015
pi3,SVR(C=10),0.06,0.77,0.98,pi2,0.07,0.9166476119964685,0.9778605499482957,0.04,0.59,rbf,1,True,0.045274813969930015
pi3,SVR(C=10),0.06,0.77,0.98,pi4,0.06,0.9220025804944074,0.9615459227066521,0.04,0.3,rbf,1,True,0.045274813969930015
pi4,SVR(),0.05,0.71,0.96,pi3,0.01,0.9556485651732921,0.9819022786115603,0.04,0.94,rbf,1,True,0.045274813969930015
pi2,SVR(kernel='linear'),0.03,0.59,0.97,pi3,0.05,0.9275551658319025,0.9258057570085833,0.04,0.72,linear,1,True,0.045274813969930015
pi3,"SVR(C=10, kernel='linear')",0.06,0.73,0.93,pi2,0.05,0.973329117666824,0.9749828103602864,0.04,0.59,linear,1,True,0.045274813969930015
pi3,"SVR(C=10, kernel='linear')",0.06,0.73,0.93,pi4,0.0,0.9225496371007841,0.9200165225440763,0.04,0.3,linear,1,True,0.045274813969930015
pi4,SVR(kernel='linear'),0.03,0.79,0.92,pi3,0.0,0.9200821919652088,0.9258057570085833,0.04,0.94,linear,1,True,0.045274813969930015
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.77,0.32,pi3,0.11,0.4354053069896112,0.6394260642988507,0.03,0.32,rbf,2,True,0.0362528661886851
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.91,0.64,pi2,0.38,0.25502344418712497,0.3234264721257124,0.03,0.71,rbf,2,True,0.0362528661886851
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.91,0.64,pi5,0.78,-0.14205968939923097,0.4127914874204137,0.03,0.79,rbf,2,True,0.0362528661886851
pi5,SVR(),0.06,0.8,0.41,pi3,0.12,0.5321889961689004,0.6394260642988507,0.03,0.78,rbf,2,True,0.0362528661886851
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,1.04,0.24,pi3,0.24,0.47156757917280334,0.516593227297039,0.03,0.32,linear,2,True,0.0362528661886851
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.92,0.52,pi2,0.32,0.1938158412903368,0.23587685027051963,0.03,0.71,linear,2,True,0.0362528661886851
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.92,0.52,pi5,0.18,0.33279096752402804,0.36192621599295616,0.03,0.79,linear,2,True,0.0362528661886851
pi5,"SVR(C=0.1, kernel='linear')",0.03,1.63,0.36,pi3,0.16,0.5244373839298464,0.516593227297039,0.03,0.78,linear,2,True,0.0362528661886851
pi2,SVR(C=10),0.02,0.47,0.96,pi4,0.03,0.98254196099589,0.9863883321420555,0.01,0.95,rbf,3,True,0.011910736560821533
pi4,SVR(C=10),0.02,0.4,0.99,pi2,0.03,0.9522403904551273,0.9552122271980698,0.01,0.76,rbf,3,True,0.011910736560821533
pi2,SVR(kernel='linear'),0.01,0.37,0.96,pi4,0.03,0.9817827282886378,0.9820745797242334,0.01,0.95,linear,3,True,0.011910736560821533
pi4,SVR(kernel='linear'),0.01,0.36,0.98,pi2,0.03,0.9560024778651653,0.9559516189727592,0.01,0.76,linear,3,True,0.011910736560821533
