model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.61,0.98,pi3,0.07,0.9068004781078591,0.9810153038387329,0.03,0.69,rbf,1,True,0.040104031562805176
pi3,SVR(C=10),0.06,0.79,0.98,pi2,0.07,0.9150942913212631,0.975778793681627,0.03,0.57,rbf,1,True,0.040104031562805176
pi3,SVR(C=10),0.06,0.79,0.98,pi4,0.07,0.9151383232684622,0.9611991993135315,0.04,0.27,rbf,1,True,0.040104031562805176
pi4,SVR(C=10),0.06,0.72,0.96,pi3,0.01,0.9493936931336304,0.9810153038387329,0.04,0.92,rbf,1,True,0.040104031562805176
pi2,SVR(kernel='linear'),0.02,0.53,0.97,pi3,0.04,0.928209443595991,0.9276456754395161,0.03,0.69,linear,1,True,0.040104031562805176
pi3,SVR(kernel='linear'),0.03,0.65,0.93,pi2,0.04,0.9682356665919745,0.9716065564963403,0.03,0.57,linear,1,True,0.040104031562805176
pi3,SVR(kernel='linear'),0.03,0.65,0.93,pi4,0.01,0.9135256427917521,0.9073632092527244,0.04,0.27,linear,1,True,0.040104031562805176
pi4,SVR(kernel='linear'),0.03,0.6,0.91,pi3,0.01,0.9222336336616677,0.9276456754395161,0.04,0.92,linear,1,True,0.040104031562805176
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.66,0.32,pi3,0.04,0.3688042516824259,0.639623776872507,0.03,0.3,rbf,2,True,0.030913392702738445
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.77,0.64,pi2,0.5,0.1403381439822936,0.3248738886473035,0.03,0.72,rbf,2,True,0.030913392702738445
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.77,0.64,pi5,0.89,-0.2520268928107283,0.33095054282231173,0.03,0.74,rbf,2,True,0.030913392702738445
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.69,0.33,pi3,0.02,0.30636027582382297,0.639623776872507,0.03,0.76,rbf,2,True,0.030913392702738445
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.85,0.24,pi3,0.19,0.43313545184204283,0.48751278698929934,0.03,0.3,linear,2,True,0.030913392702738445
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.81,0.49,pi2,0.29,0.19855694868494567,0.24046412433326003,0.03,0.72,linear,2,True,0.030913392702738445
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.81,0.49,pi5,0.3,0.18711758685795754,0.22415384831976193,0.03,0.74,linear,2,True,0.030913392702738445
pi5,"SVR(C=0.01, kernel='linear')",0.01,1.17,0.22,pi3,0.27,0.4936941109340365,0.48751278698929934,0.03,0.76,linear,2,True,0.030913392702738445
pi2,SVR(C=10),0.03,0.46,0.96,pi4,0.03,0.9812773882566899,0.987021060481971,0.02,0.95,rbf,3,True,0.01787388324737549
pi4,SVR(C=10),0.02,0.36,0.99,pi2,0.04,0.9515070948097566,0.9558725904962767,0.02,0.75,rbf,3,True,0.01787388324737549
pi2,"SVR(C=10, kernel='linear')",0.02,0.33,0.96,pi4,0.03,0.9815635205352139,0.9824659498944714,0.02,0.95,linear,3,True,0.01787388324737549
pi4,SVR(kernel='linear'),0.0,0.31,0.98,pi2,0.03,0.9549204903931277,0.9560875557031321,0.02,0.75,linear,3,True,0.01787388324737549
