model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.37,0.99,pi3,0.06,0.9302700077637301,0.9815591032322432,0.03,0.79,rbf,1,True,0.045112033685048424
pi3,SVR(),0.02,0.31,0.98,pi2,0.05,0.930581385369213,0.9901091458099703,0.03,0.7,rbf,1,True,0.045112033685048424
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.29,0.99,pi3,0.04,0.9423487880591742,0.9429337265331292,0.03,0.79,linear,1,True,0.045112033685048424
pi3,SVR(kernel='linear'),0.01,0.29,0.94,pi2,0.04,0.9818990630290739,0.986951015791055,0.03,0.7,linear,1,True,0.045112033685048424
pi2,SVR(),0.01,0.26,0.83,pi3,0.55,0.28251700741459074,0.6511745810626445,0.04,0.31,rbf,2,True,0.04209009806315104
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.44,0.65,pi2,1.36,-0.7060764358977389,0.8340325444150876,0.04,0.84,rbf,2,True,0.04209009806315104
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.44,0.65,pi5,0.05,0.699661210375728,0.9284832553017205,0.04,0.8,rbf,2,True,0.04209009806315104
pi5,SVR(),0.01,0.28,0.93,pi3,0.42,0.5053908004180716,0.6511745810626445,0.04,0.76,rbf,2,True,0.04209009806315104
pi2,SVR(kernel='linear'),0.01,0.28,0.75,pi3,0.46,0.2907255026471246,0.46318123705907954,0.04,0.31,linear,2,True,0.04209009806315104
pi3,SVR(kernel='linear'),0.02,0.4,0.46,pi2,0.14,0.3255214053772353,0.7489894988634876,0.04,0.84,linear,2,True,0.04209009806315104
pi3,SVR(kernel='linear'),0.02,0.4,0.46,pi5,0.37,0.8281870171480998,0.8289160020528715,0.04,0.8,linear,2,True,0.04209009806315104
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.39,0.83,pi3,0.38,0.4461371096431872,0.46318123705907954,0.04,0.76,linear,2,True,0.04209009806315104
pi2,SVR(C=10),0.01,0.21,0.96,pi4,0.02,0.9743995286534861,0.988936959772822,0.01,0.98,rbf,3,True,0.015956521034240723
pi4,SVR(C=10),0.01,0.17,0.99,pi2,0.04,0.9498417751308312,0.9585890630451401,0.01,0.84,rbf,3,True,0.015956521034240723
pi2,"SVR(C=10, kernel='linear')",0.01,0.2,0.96,pi4,0.03,0.9845207320997112,0.9837514168528388,0.01,0.98,linear,3,True,0.015956521034240723
pi4,SVR(kernel='linear'),0.01,0.23,0.98,pi2,0.03,0.9559490734185633,0.9575360592474766,0.01,0.84,linear,3,True,0.015956521034240723
