model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.34,0.99,pi3,0.07,0.9247008769655665,0.9839759430755348,0.04,0.67,rbf,1,True,0.047561307748158775
pi3,SVR(C=10),0.03,0.39,0.98,pi2,0.04,0.942518599772264,0.9918519724487881,0.04,0.65,rbf,1,True,0.047561307748158775
pi3,SVR(C=10),0.03,0.39,0.98,pi4,0.05,0.9331356437303417,0.9581109164964193,0.03,0.32,rbf,1,True,0.047561307748158775
pi4,SVR(C=10),0.02,0.36,0.96,pi3,0.0,0.9627295646201439,0.9839759430755348,0.03,0.98,rbf,1,True,0.047561307748158775
pi2,SVR(kernel='linear'),0.01,0.29,0.99,pi3,0.05,0.9348036377330127,0.9348313488898529,0.04,0.67,linear,1,True,0.047561307748158775
pi3,SVR(kernel='linear'),0.02,0.34,0.93,pi2,0.05,0.988019376793739,0.9883209469393186,0.04,0.65,linear,1,True,0.047561307748158775
pi3,SVR(kernel='linear'),0.02,0.34,0.93,pi4,0.02,0.9159209599693297,0.9018918674687626,0.03,0.32,linear,1,True,0.047561307748158775
pi4,"SVR(C=10, kernel='linear')",0.04,0.37,0.9,pi3,0.02,0.9252324457012941,0.9348313488898529,0.03,0.98,linear,1,True,0.047561307748158775
pi2,"SVR(C=10, epsilon=1)",0.01,0.4,0.35,pi3,0.09,0.26698308034121143,0.7276588832468904,0.03,0.34,rbf,2,True,0.044507225354512535
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.41,0.73,pi2,0.49,0.23840680558706517,0.3547261852749123,0.03,0.78,rbf,2,True,0.044507225354512535
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.43,0.22,pi3,0.29,0.5108981178109688,0.6151704292390135,0.03,0.34,linear,2,True,0.044507225354512535
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.36,0.62,pi2,0.43,0.18617522286139254,0.21667865310937306,0.03,0.78,linear,2,True,0.044507225354512535
pi2,SVR(C=10),0.01,0.24,0.96,pi4,0.02,0.9805833631460812,0.9890425925597427,0.01,0.95,rbf,3,True,0.015827029943466187
pi4,SVR(C=10),0.01,0.17,0.99,pi2,0.03,0.9541048189961233,0.9589184384975273,0.01,0.74,rbf,3,True,0.015827029943466187
pi2,SVR(kernel='linear'),0.0,0.15,0.96,pi4,0.03,0.9852496191421661,0.9854690769490828,0.01,0.95,linear,3,True,0.015827029943466187
pi4,SVR(kernel='linear'),0.0,0.18,0.99,pi2,0.03,0.9595168349004056,0.9599442599555782,0.01,0.74,linear,3,True,0.015827029943466187
