model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.61,0.99,pi3,0.08,0.9133367502982954,0.9810842146364183,0.03,0.72,rbf,1,True,0.03488572438557943
pi3,SVR(C=10),0.04,0.56,0.98,pi2,0.05,0.9352839793880879,0.9896744767548921,0.03,0.56,rbf,1,True,0.03488572438557943
pi3,SVR(C=10),0.04,0.56,0.98,pi4,0.08,0.9052429528068161,0.9649807463433743,0.03,0.32,rbf,1,True,0.03488572438557943
pi4,SVR(C=10),0.04,0.55,0.96,pi3,0.02,0.9434186472341448,0.9810842146364183,0.03,0.92,rbf,1,True,0.03488572438557943
pi2,SVR(kernel='linear'),0.01,0.44,0.99,pi3,0.06,0.9305897820737685,0.9305535925937402,0.03,0.72,linear,1,True,0.03488572438557943
pi3,SVR(kernel='linear'),0.03,0.84,0.93,pi2,0.05,0.9847521039679606,0.9867261270979737,0.03,0.56,linear,1,True,0.03488572438557943
pi3,SVR(kernel='linear'),0.03,0.84,0.93,pi4,0.06,0.8734092107990624,0.8673525333462611,0.03,0.32,linear,1,True,0.03488572438557943
pi4,SVR(kernel='linear'),0.03,0.81,0.87,pi3,0.06,0.9233968045162892,0.9305535925937402,0.03,0.92,linear,1,True,0.03488572438557943
pi2,"SVR(C=0.1, epsilon=0.5)",0.02,0.73,0.32,pi3,0.07,0.38376518044831254,0.6337219069247368,0.02,0.32,rbf,2,True,0.031969944636027016
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.82,0.63,pi2,0.44,0.19164916556634792,0.31671748934466015,0.02,0.74,rbf,2,True,0.031969944636027016
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.82,0.63,pi5,0.86,-0.2303750030030174,0.4458167387573987,0.03,0.73,rbf,2,True,0.031969944636027016
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.65,0.45,pi3,0.05,0.3946235605804035,0.6337219069247368,0.03,0.74,rbf,2,True,0.031969944636027016
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,1.06,0.28,pi3,0.14,0.4182861717634423,0.4773117067083821,0.02,0.32,linear,2,True,0.031969944636027016
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.02,0.84,0.48,pi2,0.25,0.22896010121613064,0.27506322622722246,0.02,0.74,linear,2,True,0.031969944636027016
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.02,0.84,0.48,pi5,0.13,0.3485080976827851,0.36534513367699095,0.03,0.73,linear,2,True,0.031969944636027016
pi5,"SVR(C=0.1, kernel='linear')",0.02,1.05,0.37,pi3,0.12,0.48111165281544277,0.4773117067083821,0.03,0.74,linear,2,True,0.031969944636027016
pi2,SVR(C=10),0.03,0.44,0.95,pi4,0.03,0.9776543730492901,0.986432157176952,0.02,0.95,rbf,3,True,0.016547441482543945
pi4,SVR(C=10),0.01,0.37,0.99,pi2,0.04,0.9465555647835472,0.9522171092132705,0.02,0.72,rbf,3,True,0.016547441482543945
pi2,SVR(kernel='linear'),0.0,0.3,0.95,pi4,0.03,0.9829425554314779,0.9828537851442238,0.02,0.95,linear,3,True,0.016547441482543945
pi4,SVR(kernel='linear'),0.01,0.38,0.98,pi2,0.03,0.9506682978196744,0.9518561119308661,0.02,0.72,linear,3,True,0.016547441482543945
