model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.31,0.99,pi3,0.05,0.9412424904429666,0.9837527941757926,0.02,0.8,rbf,1,True,0.059240142504374184
pi3,SVR(C=10),0.02,0.29,0.98,pi2,0.04,0.9440640118099467,0.9914270752367698,0.02,0.66,rbf,1,True,0.059240142504374184
pi3,SVR(C=10),0.02,0.29,0.98,pi4,0.07,0.9172700419007772,0.9530918985829681,0.06,0.31,rbf,1,True,0.059240142504374184
pi4,SVR(),0.02,0.3,0.95,pi3,0.01,0.9660220013885936,0.9837527941757926,0.06,0.94,rbf,1,True,0.059240142504374184
pi2,"SVR(C=10, kernel='linear')",0.03,0.34,0.99,pi3,0.04,0.9486384342570408,0.9508373860677258,0.02,0.8,linear,1,True,0.059240142504374184
pi3,SVR(kernel='linear'),0.01,0.26,0.95,pi2,0.03,0.9849077766709422,0.9862781894208178,0.02,0.66,linear,1,True,0.059240142504374184
pi3,SVR(kernel='linear'),0.01,0.26,0.95,pi4,0.03,0.9171813647059956,0.9072804487260014,0.06,0.31,linear,1,True,0.059240142504374184
pi4,"SVR(C=10, kernel='linear')",0.04,0.41,0.91,pi3,0.04,0.9444331423425549,0.9508373860677258,0.06,0.94,linear,1,True,0.059240142504374184
pi2,SVR(),0.02,0.29,0.82,pi3,0.61,0.20813151210245517,0.5560353986943583,0.02,0.38,rbf,2,True,0.03689352671305338
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.37,0.56,pi2,0.9,-0.34615464705226184,0.8162486230625208,0.02,0.85,rbf,2,True,0.03689352671305338
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.37,0.56,pi5,0.33,0.22739362412950803,0.28766205743486895,0.03,0.83,rbf,2,True,0.03689352671305338
pi5,SVR(),0.02,0.37,0.29,pi3,0.13,0.4225569365617896,0.5560353986943583,0.03,0.86,rbf,2,True,0.03689352671305338
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.45,0.77,pi3,0.54,0.2328054909208962,0.43136351381908844,0.02,0.38,linear,2,True,0.03689352671305338
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.38,0.43,pi2,0.55,-0.12060116903445661,0.7746616015602475,0.02,0.85,linear,2,True,0.03689352671305338
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.38,0.43,pi5,0.19,0.244114739745648,0.2704613761164064,0.03,0.83,linear,2,True,0.03689352671305338
pi5,"SVR(C=0.01, kernel='linear')",0.01,0.37,0.27,pi3,0.14,0.41411358404334886,0.43136351381908844,0.03,0.86,linear,2,True,0.03689352671305338
pi2,SVR(),0.01,0.24,0.96,pi4,0.02,0.9763551299063398,0.9893259056710161,0.01,0.94,rbf,3,True,0.01465153694152832
pi4,SVR(C=10),0.01,0.19,0.99,pi2,0.05,0.9442918203366822,0.9582830687083592,0.01,0.73,rbf,3,True,0.01465153694152832
pi2,"SVR(C=10, kernel='linear')",0.01,0.18,0.96,pi4,0.02,0.9846294529017278,0.9844841027493144,0.01,0.94,linear,3,True,0.01465153694152832
pi4,SVR(kernel='linear'),0.0,0.16,0.98,pi2,0.03,0.9594743904995959,0.9605341560812731,0.01,0.73,linear,3,True,0.01465153694152832
