model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.31,0.99,pi3,0.07,0.9264465850613661,0.9842161028875437,0.04,0.75,rbf,1,True,0.051493446032206215
pi3,SVR(C=0.1),0.02,0.33,0.98,pi2,0.05,0.9334472364799886,0.9916898289982484,0.04,0.64,rbf,1,True,0.051493446032206215
pi3,SVR(C=0.1),0.02,0.33,0.98,pi4,0.1,0.883948518821105,0.9585365877662753,0.05,0.29,rbf,1,True,0.051493446032206215
pi4,SVR(C=10),0.03,0.35,0.96,pi3,0.0,0.9552224966671683,0.9842161028875437,0.05,0.99,rbf,1,True,0.051493446032206215
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.28,0.99,pi3,0.05,0.9389136772774013,0.9384432515953862,0.04,0.75,linear,1,True,0.051493446032206215
pi3,"SVR(C=0.1, kernel='linear')",0.01,0.3,0.94,pi2,0.05,0.9846873768039491,0.9874519934996593,0.04,0.64,linear,1,True,0.051493446032206215
pi3,"SVR(C=0.1, kernel='linear')",0.01,0.3,0.94,pi4,0.02,0.9164069488425804,0.9090089654058658,0.05,0.29,linear,1,True,0.051493446032206215
pi4,"SVR(C=10, kernel='linear')",0.03,0.38,0.91,pi3,0.02,0.9302879508057886,0.9384432515953862,0.05,0.99,linear,1,True,0.051493446032206215
pi2,SVR(),0.01,0.29,0.85,pi3,0.38,0.47316010497453187,0.6983962408065063,0.02,0.33,rbf,2,True,0.040538787841796875
pi3,SVR(),0.02,0.41,0.7,pi2,0.35,0.34424715437546005,0.8489361282531813,0.02,0.82,rbf,2,True,0.040538787841796875
pi2,SVR(kernel='linear'),0.01,0.31,0.78,pi3,0.33,0.4581843000044796,0.6223548246273649,0.02,0.33,linear,2,True,0.040538787841796875
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.39,0.62,pi2,0.59,0.03491115896005381,0.7834194358657842,0.02,0.82,linear,2,True,0.040538787841796875
pi2,SVR(C=10),0.01,0.24,0.96,pi4,0.02,0.981532750417719,0.9894523718664546,0.02,0.94,rbf,3,True,0.01702401041984558
pi4,SVR(C=10),0.01,0.2,0.99,pi2,0.03,0.9565479213712065,0.9638318253235069,0.02,0.81,rbf,3,True,0.01702401041984558
pi2,"SVR(C=0.1, kernel='linear')",0.0,0.17,0.96,pi4,0.02,0.9846658146285276,0.9855561995158421,0.02,0.94,linear,3,True,0.01702401041984558
pi4,SVR(kernel='linear'),0.0,0.18,0.99,pi2,0.02,0.9640296735036976,0.9640846909941934,0.02,0.81,linear,3,True,0.01702401041984558
