model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.34,0.99,pi3,0.06,0.9325152878911749,0.9812550350866995,0.02,0.73,rbf,1,True,0.04450871547063192
pi3,SVR(),0.01,0.28,0.98,pi2,0.05,0.9275351163139552,0.9921470909701489,0.02,0.68,rbf,1,True,0.04450871547063192
pi3,SVR(),0.01,0.28,0.98,pi4,0.08,0.8979834877294287,0.9621526250343836,0.05,0.38,rbf,1,True,0.04450871547063192
pi4,SVR(C=10),0.02,0.3,0.96,pi3,0.02,0.9423493863276693,0.9812550350866995,0.05,0.95,rbf,1,True,0.04450871547063192
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.27,0.99,pi3,0.04,0.9446198349805431,0.9447161115414213,0.02,0.73,linear,1,True,0.04450871547063192
pi3,SVR(kernel='linear'),0.01,0.26,0.94,pi2,0.04,0.987519497109954,0.9884827427060948,0.02,0.68,linear,1,True,0.04450871547063192
pi3,SVR(kernel='linear'),0.01,0.26,0.94,pi4,0.02,0.9213019018918954,0.9122022599111421,0.05,0.38,linear,1,True,0.04450871547063192
pi4,"SVR(C=10, kernel='linear')",0.03,0.28,0.91,pi3,0.03,0.9383963012724139,0.9447161115414213,0.05,0.95,linear,1,True,0.04450871547063192
pi2,SVR(C=10),0.02,0.31,0.88,pi3,0.36,0.5225906453954163,0.8024092232554582,0.03,0.32,rbf,2,True,0.035617669423421226
pi3,SVR(),0.03,0.39,0.8,pi2,0.53,0.27100864113482315,0.87764596879167,0.03,0.81,rbf,2,True,0.035617669423421226
pi2,SVR(kernel='linear'),0.01,0.33,0.8,pi3,0.29,0.5086829464372429,0.6765229990805456,0.03,0.32,linear,2,True,0.035617669423421226
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.38,0.68,pi2,0.6,0.07531061087641999,0.8035281516046194,0.03,0.81,linear,2,True,0.035617669423421226
pi2,SVR(C=10),0.01,0.23,0.97,pi4,0.01,0.9782090312477304,0.9884527631891812,0.02,0.95,rbf,3,True,0.03977024555206299
pi4,SVR(C=10),0.01,0.18,0.99,pi2,0.03,0.9613209422914739,0.9669862651329882,0.02,0.79,rbf,3,True,0.03977024555206299
pi2,"SVR(C=10, kernel='linear')",0.0,0.19,0.97,pi4,0.02,0.9849459567206814,0.9846666822713205,0.02,0.95,linear,3,True,0.03977024555206299
pi4,"SVR(C=0.1, kernel='linear')",0.0,0.16,0.98,pi2,0.02,0.9674340245773688,0.9671789479404511,0.02,0.79,linear,3,True,0.03977024555206299
