model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.32,0.99,pi4,0.06,0.9343476571757477,0.9741753755029825,0.04,0.71,rbf,1,True,0.04059078296025594
pi4,SVR(C=10),0.02,0.26,0.97,pi2,0.02,0.9505687208417263,0.9917196370924718,0.04,0.88,rbf,1,True,0.04059078296025594
pi4,SVR(C=10),0.02,0.26,0.97,pi3,0.06,0.917574846553345,0.9785885767195093,0.04,0.94,rbf,1,True,0.04059078296025594
pi3,SVR(),0.03,0.41,0.98,pi4,0.13,0.8531278312230368,0.9741753755029825,0.04,0.39,rbf,1,True,0.04059078296025594
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.27,0.99,pi4,0.03,0.9548107429765104,0.9604748525741909,0.04,0.71,linear,1,True,0.04059078296025594
pi4,SVR(kernel='linear'),0.01,0.24,0.96,pi2,0.01,0.9728117257902013,0.9885780592964352,0.04,0.88,linear,1,True,0.04059078296025594
pi4,SVR(kernel='linear'),0.01,0.24,0.96,pi3,0.06,0.9033855204392146,0.9190121767033013,0.04,0.94,linear,1,True,0.04059078296025594
pi3,"SVR(C=0.1, kernel='linear')",0.01,0.32,0.92,pi4,0.04,0.9548912150737557,0.9604748525741909,0.04,0.39,linear,1,True,0.04059078296025594
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.45,0.32,pi3,0.17,0.48945198942072954,0.7952622153579636,0.03,0.37,rbf,2,True,0.05180203914642334
pi3,SVR(C=10),0.03,0.43,0.8,pi2,0.63,0.1668500836558141,0.31777162953005367,0.03,0.74,rbf,2,True,0.05180203914642334
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.63,0.22,pi3,0.34,0.5597403385592785,0.6892714597945107,0.03,0.37,linear,2,True,0.05180203914642334
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.35,0.69,pi2,0.51,0.1771414046839923,0.2224221905686723,0.03,0.74,linear,2,True,0.05180203914642334
pi2,SVR(),0.01,0.26,0.96,pi4,0.02,0.9806476987230939,0.9859988978863781,0.02,0.99,rbf,3,True,0.025673896074295044
pi4,SVR(),0.0,0.17,0.99,pi2,0.03,0.9532061521065772,0.9585842204646321,0.02,0.78,rbf,3,True,0.025673896074295044
pi2,"SVR(C=10, kernel='linear')",0.01,0.18,0.96,pi4,0.02,0.982631812221877,0.9814794120368907,0.02,0.99,linear,3,True,0.025673896074295044
pi4,SVR(kernel='linear'),0.0,0.17,0.98,pi2,0.02,0.9583634917954127,0.959531037163405,0.02,0.78,linear,3,True,0.025673896074295044
