model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.34,0.99,pi3,0.06,0.9343600655976109,0.9825896834776762,0.04,0.86,rbf,1,True,0.06698866685231526
pi3,SVR(),0.02,0.32,0.98,pi2,0.04,0.940495701315646,0.9928029327302443,0.04,0.65,rbf,1,True,0.06698866685231526
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.31,0.99,pi3,0.05,0.9412917034707253,0.944850357619959,0.04,0.86,linear,1,True,0.06698866685231526
pi3,"SVR(C=0.1, kernel='linear')",0.01,0.29,0.94,pi2,0.04,0.9843517884622335,0.9893015253430872,0.04,0.65,linear,1,True,0.06698866685231526
pi2,SVR(),0.01,0.32,0.84,pi3,0.52,0.3136976587810745,0.6471270532086422,0.03,0.34,rbf,2,True,0.038988471031188965
pi3,SVR(),0.03,0.4,0.65,pi2,0.3,0.3478514487960326,0.836492446261363,0.03,0.82,rbf,2,True,0.038988471031188965
pi3,SVR(),0.03,0.4,0.65,pi5,0.4,0.245130999676049,0.3965716918540446,0.02,0.8,rbf,2,True,0.038988471031188965
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.43,0.4,pi3,0.17,0.22285429346022345,0.6471270532086422,0.02,0.9,rbf,2,True,0.038988471031188965
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.31,0.77,pi3,0.38,0.394854596072826,0.5931936576885614,0.03,0.34,linear,2,True,0.038988471031188965
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.4,0.59,pi2,0.48,0.11000533516354494,0.7715537016139965,0.03,0.82,linear,2,True,0.038988471031188965
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.4,0.59,pi5,0.31,0.2842196340883705,0.29441602649773135,0.02,0.8,linear,2,True,0.038988471031188965
pi5,"SVR(C=0.01, kernel='linear')",0.01,0.48,0.29,pi3,0.3,0.590998231935757,0.5931936576885614,0.02,0.9,linear,2,True,0.038988471031188965
