model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.36,0.99,pi3,0.05,0.9405599121877783,0.9837842554898546,0.04,0.82,rbf,1,True,0.04691012700398763
pi3,SVR(),0.01,0.31,0.98,pi2,0.03,0.9537082210963516,0.9917298246920098,0.04,0.65,rbf,1,True,0.04691012700398763
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.27,0.99,pi3,0.04,0.9450524106541957,0.9484039605644274,0.04,0.82,linear,1,True,0.04691012700398763
pi3,"SVR(C=0.1, kernel='linear')",0.01,0.28,0.95,pi2,0.03,0.9791165724014612,0.9891071285275898,0.04,0.65,linear,1,True,0.04691012700398763
pi2,SVR(C=10),0.02,0.36,0.84,pi3,0.45,0.3933040819691237,0.7489928481960402,0.03,0.36,rbf,2,True,0.03746477762858073
pi3,SVR(),0.02,0.34,0.75,pi2,0.26,0.49368718677771484,0.8411176895704262,0.03,0.8,rbf,2,True,0.03746477762858073
pi3,SVR(),0.02,0.34,0.75,pi5,0.03,0.7226937592238297,0.8914438104926178,0.04,0.79,rbf,2,True,0.03746477762858073
pi5,SVR(),0.01,0.29,0.89,pi3,0.4,0.49223303890094006,0.7489928481960402,0.04,0.85,rbf,2,True,0.03746477762858073
pi2,SVR(kernel='linear'),0.01,0.38,0.78,pi3,0.27,0.5106304296465163,0.6943479822987575,0.03,0.36,linear,2,True,0.03746477762858073
pi3,"SVR(C=10, kernel='linear')",0.03,0.36,0.69,pi2,0.34,0.35351560610479205,0.7839609667527891,0.03,0.8,linear,2,True,0.03746477762858073
pi3,"SVR(C=10, kernel='linear')",0.03,0.36,0.69,pi5,0.01,0.6865707240619074,0.754712413407252,0.04,0.79,linear,2,True,0.03746477762858073
pi5,"SVR(C=10, kernel='linear')",0.04,0.37,0.75,pi3,0.07,0.684198233191736,0.6943479822987575,0.04,0.85,linear,2,True,0.03746477762858073
