model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.38,0.99,pi3,0.08,0.9144090471656218,0.9789777003271788,0.04,0.69,rbf,1,True,0.04972438017527262
pi3,SVR(),0.02,0.41,0.98,pi2,0.07,0.9138705187300306,0.9917326713046382,0.04,0.61,rbf,1,True,0.04972438017527262
pi3,SVR(),0.02,0.41,0.98,pi4,0.11,0.8731461063189707,0.9612060688480661,0.05,0.36,rbf,1,True,0.04972438017527262
pi4,SVR(C=10),0.02,0.33,0.96,pi3,0.03,0.9347961084672923,0.9789777003271788,0.05,0.93,rbf,1,True,0.04972438017527262
pi2,"SVR(C=10, kernel='linear')",0.04,0.3,0.99,pi3,0.07,0.92207331568393,0.9214630654816971,0.04,0.69,linear,1,True,0.04972438017527262
pi3,SVR(kernel='linear'),0.03,0.4,0.92,pi2,0.07,0.9896573554720481,0.9899109360367014,0.04,0.61,linear,1,True,0.04972438017527262
pi3,SVR(kernel='linear'),0.03,0.4,0.92,pi4,0.01,0.9115808665815015,0.9036066399380008,0.05,0.36,linear,1,True,0.04972438017527262
pi4,"SVR(C=10, kernel='linear')",0.03,0.32,0.9,pi3,0.01,0.9146397365344409,0.9214630654816971,0.05,0.93,linear,1,True,0.04972438017527262
pi2,SVR(),0.01,0.3,0.85,pi3,0.34,0.5114064228825103,0.7850083187783412,0.03,0.36,rbf,2,True,0.04166420300801595
pi3,SVR(),0.02,0.5,0.79,pi2,0.69,0.09567565933946365,0.8532302964722671,0.03,0.8,rbf,2,True,0.04166420300801595
pi3,SVR(),0.02,0.5,0.79,pi5,0.81,-0.023660513797152394,0.34489322873747597,0.04,0.77,rbf,2,True,0.04166420300801595
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.45,0.34,pi3,0.13,0.21681059690527726,0.7850083187783412,0.04,0.84,rbf,2,True,0.04166420300801595
pi2,SVR(kernel='linear'),0.01,0.31,0.78,pi3,0.31,0.4724071830727625,0.6621839274526633,0.03,0.36,linear,2,True,0.04166420300801595
pi3,SVR(kernel='linear'),0.01,0.4,0.66,pi2,0.61,0.048657362604478394,0.7837090866530997,0.03,0.8,linear,2,True,0.04166420300801595
pi3,SVR(kernel='linear'),0.01,0.4,0.66,pi5,0.4,0.26030567656463366,0.2823428548376129,0.04,0.77,linear,2,True,0.04166420300801595
pi5,SVR(kernel='linear'),0.03,0.61,0.28,pi3,0.34,0.6249518223502599,0.6621839274526633,0.04,0.84,linear,2,True,0.04166420300801595
