model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.35,0.99,pi3,0.07,0.9242711399278032,0.9790184808963411,0.04,0.71,rbf,1,True,0.07195196549097697
pi3,SVR(C=10),0.03,0.36,0.98,pi2,0.04,0.9434617687178705,0.991063976877864,0.04,0.66,rbf,1,True,0.07195196549097697
pi3,SVR(C=10),0.03,0.36,0.98,pi4,0.07,0.9112584220707189,0.955299183528955,0.06,0.29,rbf,1,True,0.07195196549097697
pi4,SVR(C=10),0.03,0.37,0.96,pi3,0.03,0.9302721386418511,0.9790184808963411,0.06,0.93,rbf,1,True,0.07195196549097697
pi2,"SVR(C=10, kernel='linear')",0.03,0.32,0.99,pi3,0.06,0.9267328610112873,0.9264878435798326,0.04,0.71,linear,1,True,0.07195196549097697
pi3,SVR(kernel='linear'),0.02,0.34,0.93,pi2,0.06,0.9883696287920961,0.9890186017389482,0.04,0.66,linear,1,True,0.07195196549097697
pi3,SVR(kernel='linear'),0.02,0.34,0.93,pi4,0.02,0.9097945916703982,0.9005275597387072,0.06,0.29,linear,1,True,0.07195196549097697
pi4,SVR(kernel='linear'),0.02,0.36,0.9,pi3,0.02,0.915587594151627,0.9264878435798326,0.06,0.93,linear,1,True,0.07195196549097697
pi2,"SVR(C=10, epsilon=1)",0.01,0.43,0.33,pi3,0.14,0.19258467989897599,0.7890988315397223,0.03,0.35,rbf,2,True,0.04517171531915665
pi2,"SVR(C=10, epsilon=1)",0.01,0.43,0.33,pi4,0.65,-0.3184530324277042,0.36333508045201457,0.05,0.22,rbf,2,True,0.04517171531915665
pi3,SVR(),0.03,0.47,0.79,pi2,0.55,0.23912572645727292,0.33488131527352416,0.03,0.76,rbf,2,True,0.04517171531915665
pi3,SVR(),0.03,0.47,0.79,pi5,0.66,0.12804804851661167,0.3950061096361711,0.04,0.75,rbf,2,True,0.04517171531915665
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.44,0.36,pi2,0.75,-0.38517523152754385,0.33488131527352416,0.05,0.66,rbf,2,True,0.04517171531915665
pi5,SVR(),0.02,0.41,0.4,pi3,0.29,0.6873905697931935,0.7890988315397223,0.04,0.83,rbf,2,True,0.04517171531915665
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.53,0.23,pi3,0.34,0.5762214167249645,0.6442931823348181,0.03,0.35,linear,2,True,0.04517171531915665
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.53,0.23,pi4,0.45,-0.21706559120477165,-0.036478716633538744,0.05,0.22,linear,2,True,0.04517171531915665
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.37,0.64,pi2,0.44,0.20402153502832787,0.2345053323169104,0.03,0.76,linear,2,True,0.04517171531915665
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.37,0.64,pi5,0.31,0.3317529689868701,0.3479677398167115,0.04,0.75,linear,2,True,0.04517171531915665
pi4,"SVR(C=0.1, kernel='linear')",0.01,0.96,-0.04,pi2,0.16,0.12192175739324163,0.2345053323169104,0.05,0.66,linear,2,True,0.04517171531915665
pi5,"SVR(C=0.1, kernel='linear')",0.01,0.38,0.35,pi3,0.28,0.6323091549261793,0.6442931823348181,0.04,0.83,linear,2,True,0.04517171531915665
pi2,SVR(C=10),0.01,0.24,0.96,pi4,0.01,0.9730511258375368,0.9853900592082995,0.02,0.97,rbf,3,True,0.022303134202957153
pi4,SVR(C=10),0.0,0.18,0.99,pi2,0.03,0.9544580900324655,0.961497599125432,0.02,0.78,rbf,3,True,0.022303134202957153
pi2,SVR(kernel='linear'),0.0,0.18,0.96,pi4,0.02,0.9803493155415046,0.9800829105450773,0.02,0.97,linear,3,True,0.022303134202957153
pi4,"SVR(C=10, kernel='linear')",0.01,0.18,0.98,pi2,0.02,0.960219069376076,0.9604463749429294,0.02,0.78,linear,3,True,0.022303134202957153
