model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.31,0.99,pi3,0.06,0.934830186165829,0.9806759404616637,0.03,0.81,rbf,1,True,0.05538556973139445
pi3,SVR(),0.02,0.31,0.98,pi2,0.04,0.9391794766795915,0.9922952378413279,0.03,0.73,rbf,1,True,0.05538556973139445
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.26,0.99,pi3,0.05,0.9429503824057196,0.9450020062700085,0.03,0.81,linear,1,True,0.05538556973139445
pi3,SVR(kernel='linear'),0.01,0.27,0.95,pi2,0.04,0.982915992814575,0.9886012194594321,0.03,0.73,linear,1,True,0.05538556973139445
pi2,"SVR(C=0.1, epsilon=0.5)",0.0,0.4,0.28,pi3,0.04,0.32293161251096036,0.5635173814497256,0.02,0.37,rbf,2,True,0.03472602367401123
pi3,"SVR(C=0.1, epsilon=0.5)",0.01,0.37,0.56,pi2,0.24,0.3275186844056269,0.279625852578928,0.02,0.8,rbf,2,True,0.03472602367401123
pi3,"SVR(C=0.1, epsilon=0.5)",0.01,0.37,0.56,pi5,0.15,0.40873585678889524,0.8698006487031387,0.03,0.83,rbf,2,True,0.03472602367401123
pi5,SVR(),0.02,0.38,0.87,pi3,0.47,0.39628552790789373,0.5635173814497256,0.03,0.9,rbf,2,True,0.03472602367401123
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.41,0.23,pi3,0.14,0.37577177881024815,0.41907090100469546,0.02,0.37,linear,2,True,0.03472602367401123
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.38,0.42,pi2,0.19,0.23125432423568093,0.23413479653327263,0.02,0.8,linear,2,True,0.03472602367401123
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.38,0.42,pi5,0.32,0.7374183184557823,0.7582972196475625,0.03,0.83,linear,2,True,0.03472602367401123
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.0,0.59,0.76,pi3,0.38,0.37522252925776767,0.41907090100469546,0.03,0.9,linear,2,True,0.03472602367401123
pi2,SVR(C=10),0.01,0.25,0.97,pi4,0.01,0.9790351481816021,0.9871852408968077,0.03,0.98,rbf,3,True,0.03604760766029358
pi4,SVR(C=10),0.01,0.17,0.99,pi2,0.03,0.9571559395213423,0.9688445022551672,0.03,0.8,rbf,3,True,0.03604760766029358
pi2,"SVR(C=10, kernel='linear')",0.01,0.17,0.97,pi4,0.02,0.9835136076112239,0.9839648486830423,0.03,0.98,linear,3,True,0.03604760766029358
pi4,SVR(kernel='linear'),0.0,0.15,0.98,pi2,0.02,0.9672954188513168,0.9680306078106272,0.03,0.8,linear,3,True,0.03604760766029358
