model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.72,0.99,pi3,0.07,0.9143428891556016,0.9821849147852092,0.04,0.7,rbf,1,True,0.039973934491475425
pi3,SVR(C=10),0.05,0.91,0.98,pi2,0.05,0.9293024252702932,0.9893300413780974,0.04,0.58,rbf,1,True,0.039973934491475425
pi3,SVR(C=10),0.05,0.91,0.98,pi4,0.06,0.9183300702042199,0.9693658819359705,0.03,0.3,rbf,1,True,0.039973934491475425
pi4,SVR(C=10),0.04,0.51,0.97,pi3,0.03,0.9359400385771092,0.9821849147852092,0.03,0.93,rbf,1,True,0.039973934491475425
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.57,0.99,pi3,0.06,0.9292491485618599,0.9286680236280509,0.04,0.7,linear,1,True,0.039973934491475425
pi3,SVR(kernel='linear'),0.02,0.64,0.93,pi2,0.05,0.9825123645330236,0.9853121435836432,0.04,0.58,linear,1,True,0.039973934491475425
pi3,SVR(kernel='linear'),0.02,0.64,0.93,pi4,0.0,0.9333725026584551,0.9296273075915389,0.03,0.3,linear,1,True,0.039973934491475425
pi4,SVR(kernel='linear'),0.02,0.64,0.93,pi3,0.01,0.9227484846994345,0.9286680236280509,0.03,0.93,linear,1,True,0.039973934491475425
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.71,0.33,pi3,0.13,0.45554764848798035,0.6666601490143538,0.03,0.32,rbf,2,True,0.03462078173955282
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.87,0.67,pi2,0.4,0.26386180208679466,0.3270893461579746,0.03,0.74,rbf,2,True,0.03462078173955282
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.87,0.67,pi5,0.8,-0.13046569746880832,0.4370756694048752,0.03,0.75,rbf,2,True,0.03462078173955282
pi5,SVR(),0.04,0.64,0.44,pi3,0.09,0.5317146195166209,0.6666601490143538,0.03,0.74,rbf,2,True,0.03462078173955282
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,1.29,0.24,pi3,0.21,0.4552648605499099,0.5170608199127049,0.03,0.32,linear,2,True,0.03462078173955282
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.76,0.52,pi2,0.32,0.19686312079027335,0.24308553072162398,0.03,0.74,linear,2,True,0.03462078173955282
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.76,0.52,pi5,0.15,0.3624772839334951,0.3835465244276933,0.03,0.75,linear,2,True,0.03462078173955282
pi5,SVR(kernel='linear'),0.03,1.03,0.38,pi3,0.14,0.5234099207224809,0.5170608199127049,0.03,0.74,linear,2,True,0.03462078173955282
pi2,SVR(C=10),0.02,0.4,0.95,pi4,0.03,0.9828743962391386,0.9877301118777774,0.02,0.94,rbf,3,True,0.0152662992477417
pi4,SVR(C=10),0.01,0.5,0.99,pi2,0.04,0.9442281655717372,0.9494908268640806,0.02,0.73,rbf,3,True,0.0152662992477417
pi2,"SVR(C=10, kernel='linear')",0.02,0.35,0.95,pi4,0.03,0.9836413056204082,0.98362203120853,0.02,0.94,linear,3,True,0.0152662992477417
pi4,SVR(kernel='linear'),0.01,0.31,0.98,pi2,0.03,0.9502964382452992,0.950839506022311,0.02,0.73,linear,3,True,0.0152662992477417
