model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.36,0.99,pi3,0.05,0.9366179050382111,0.9833135939306108,0.03,0.79,rbf,1,True,0.04952387015024821
pi3,SVR(C=0.1),0.02,0.34,0.98,pi2,0.05,0.9334203003327481,0.9907908217377291,0.03,0.64,rbf,1,True,0.04952387015024821
pi3,SVR(C=0.1),0.02,0.34,0.98,pi4,0.12,0.8611213798263488,0.9588704593038122,0.04,0.31,rbf,1,True,0.04952387015024821
pi4,SVR(C=10),0.02,0.3,0.96,pi3,0.01,0.9468467667550539,0.9833135939306108,0.04,0.92,rbf,1,True,0.04952387015024821
pi2,SVR(kernel='linear'),0.01,0.29,0.99,pi3,0.05,0.9423914962999759,0.9426232628914343,0.03,0.79,linear,1,True,0.04952387015024821
pi3,SVR(kernel='linear'),0.02,0.3,0.94,pi2,0.04,0.9874150189254158,0.9881742599245791,0.03,0.64,linear,1,True,0.04952387015024821
pi3,SVR(kernel='linear'),0.02,0.3,0.94,pi4,0.02,0.9209885502017533,0.9132336776967812,0.04,0.31,linear,1,True,0.04952387015024821
pi4,SVR(kernel='linear'),0.01,0.31,0.91,pi3,0.02,0.9350199174157682,0.9426232628914343,0.04,0.92,linear,1,True,0.04952387015024821
pi2,SVR(),0.01,0.27,0.81,pi3,0.49,0.31213799281937205,0.6720957071380063,0.03,0.3,rbf,2,True,0.03647045294443766
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.43,0.67,pi2,1.96,-1.2835511589607562,0.8055120723692315,0.03,0.85,rbf,2,True,0.03647045294443766
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.43,0.67,pi5,0.14,0.5302474804805555,0.9205933016763976,0.03,0.81,rbf,2,True,0.03647045294443766
pi5,SVR(C=10),0.03,0.33,0.92,pi3,0.34,0.5794577587632723,0.6720957071380063,0.03,0.85,rbf,2,True,0.03647045294443766
pi2,SVR(kernel='linear'),0.01,0.24,0.74,pi3,0.41,0.3351955988093911,0.5096049889302552,0.03,0.3,linear,2,True,0.03647045294443766
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.42,0.51,pi2,0.46,0.045022234965330754,0.7416244936953715,0.03,0.85,linear,2,True,0.03647045294443766
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.42,0.51,pi5,0.3,0.8057554275561722,0.8085941025652784,0.03,0.81,linear,2,True,0.03647045294443766
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.35,0.81,pi3,0.29,0.5175513994799956,0.5096049889302552,0.03,0.85,linear,2,True,0.03647045294443766
pi2,SVR(C=10),0.01,0.25,0.95,pi4,0.02,0.9778556827738346,0.9883280148132938,0.03,0.96,rbf,3,True,0.027358710765838623
pi4,SVR(C=10),0.01,0.18,0.99,pi2,0.04,0.9491971610788384,0.9541992338881161,0.03,0.77,rbf,3,True,0.027358710765838623
pi2,"SVR(C=10, kernel='linear')",0.01,0.16,0.95,pi4,0.03,0.984177899841292,0.9840954698484243,0.03,0.96,linear,3,True,0.027358710765838623
pi4,"SVR(C=0.1, kernel='linear')",0.0,0.17,0.98,pi2,0.03,0.9545477516024771,0.9543803538076191,0.03,0.77,linear,3,True,0.027358710765838623
