model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.33,0.99,pi3,0.05,0.9388639419617961,0.9825343661154358,0.02,0.78,rbf,1,True,0.05051042636235555
pi3,SVR(),0.01,0.29,0.98,pi2,0.04,0.94006761836751,0.9921158316033155,0.02,0.65,rbf,1,True,0.05051042636235555
pi3,SVR(),0.01,0.29,0.98,pi4,0.06,0.9184517298602222,0.9562080207242403,0.04,0.33,rbf,1,True,0.05051042636235555
pi4,SVR(),0.02,0.3,0.96,pi3,0.01,0.9624768892589984,0.9825343661154358,0.04,0.97,rbf,1,True,0.05051042636235555
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.25,0.99,pi3,0.04,0.9467841702278423,0.9475163969929643,0.02,0.78,linear,1,True,0.05051042636235555
pi3,SVR(kernel='linear'),0.01,0.28,0.95,pi2,0.04,0.9869216805142677,0.9887908618240657,0.02,0.65,linear,1,True,0.05051042636235555
pi3,SVR(kernel='linear'),0.01,0.28,0.95,pi4,0.03,0.9138123586453557,0.9048691095850111,0.04,0.33,linear,1,True,0.05051042636235555
pi4,"SVR(C=10, kernel='linear')",0.03,0.3,0.9,pi3,0.04,0.9431237493931265,0.9475163969929643,0.04,0.97,linear,1,True,0.05051042636235555
pi2,SVR(),0.01,0.27,0.82,pi3,0.63,0.18856331901642276,0.5669289461847307,0.03,0.38,rbf,2,True,0.03468100229899088
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.37,0.57,pi2,0.9,-0.33393156376162425,0.8209065579797858,0.03,0.82,rbf,2,True,0.03468100229899088
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.37,0.57,pi5,0.48,0.08868981537604081,0.3372827129731756,0.03,0.79,rbf,2,True,0.03468100229899088
pi5,SVR(),0.02,0.37,0.34,pi3,0.09,0.4266192496843849,0.5669289461847307,0.03,0.9,rbf,2,True,0.03468100229899088
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.25,0.77,pi3,0.53,0.24528602646214126,0.4598068389050012,0.03,0.38,linear,2,True,0.03468100229899088
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.0,0.57,0.46,pi2,0.48,-0.01997218671767409,0.7726017438677395,0.03,0.82,linear,2,True,0.03468100229899088
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.0,0.57,0.46,pi5,0.17,0.29415690352694535,0.3017421087354524,0.03,0.79,linear,2,True,0.03468100229899088
pi5,"SVR(C=0.1, kernel='linear')",0.01,0.62,0.3,pi3,0.14,0.4437860525410815,0.4598068389050012,0.03,0.9,linear,2,True,0.03468100229899088
pi2,SVR(C=10),0.01,0.24,0.96,pi4,0.02,0.9796528938762046,0.9872329440927312,0.01,0.98,rbf,3,True,0.016377806663513184
pi4,SVR(C=10),0.01,0.18,0.99,pi2,0.03,0.9590109699047138,0.960703137685366,0.01,0.75,rbf,3,True,0.016377806663513184
pi2,SVR(kernel='linear'),0.0,0.16,0.96,pi4,0.02,0.9840007807311679,0.9829454212287193,0.01,0.98,linear,3,True,0.016377806663513184
pi4,SVR(kernel='linear'),0.0,0.17,0.98,pi2,0.02,0.9620684956799576,0.9629358690936676,0.01,0.75,linear,3,True,0.016377806663513184
