model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.37,0.99,pi3,0.05,0.942256728713743,0.9866716310540663,0.02,0.77,rbf,1,True,0.05148816108703613
pi3,SVR(),0.01,0.28,0.99,pi2,0.04,0.9446738853973276,0.9901320359628063,0.02,0.71,rbf,1,True,0.05148816108703613
pi3,SVR(),0.01,0.28,0.99,pi4,0.11,0.8777270879579183,0.9572959987184767,0.05,0.32,rbf,1,True,0.05148816108703613
pi4,SVR(C=10),0.02,0.34,0.96,pi3,0.01,0.9663650844066362,0.9866716310540663,0.05,0.94,rbf,1,True,0.05148816108703613
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.31,0.99,pi3,0.04,0.9512953269814577,0.9535860123123263,0.02,0.77,linear,1,True,0.05148816108703613
pi3,SVR(kernel='linear'),0.01,0.29,0.95,pi2,0.03,0.9812283036625586,0.9866498148957704,0.02,0.71,linear,1,True,0.05148816108703613
pi3,SVR(kernel='linear'),0.01,0.29,0.95,pi4,0.05,0.9067222766066977,0.9002105151084605,0.05,0.32,linear,1,True,0.05148816108703613
pi4,"SVR(C=10, kernel='linear')",0.03,0.32,0.9,pi3,0.05,0.9510616801610573,0.9535860123123263,0.05,0.94,linear,1,True,0.05148816108703613
pi2,SVR(),0.02,0.27,0.86,pi3,0.55,0.3130033540824254,0.6584799055261813,0.03,0.32,rbf,2,True,0.042127410570780434
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.41,0.66,pi2,1.33,-0.6671391705704244,0.8641812923394906,0.03,0.71,rbf,2,True,0.042127410570780434
pi2,SVR(kernel='linear'),0.02,0.45,0.78,pi3,0.44,0.33269057363177357,0.5029595675986698,0.03,0.32,linear,2,True,0.042127410570780434
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.39,0.5,pi2,0.43,0.07246678291250075,0.7761184096538362,0.03,0.71,linear,2,True,0.042127410570780434
